x-axis,1,2
second,Volt,Volt
-49.6000E-06,-10.6250000000E+00,+16.2124996185E+00
-49.5000E-06,-13.7500000000E+00,+16.2124996185E+00
-49.4000E-06,-10.6250000000E+00,+16.1812496185E+00
-49.3000E-06,-10.6250000000E+00,+16.1812496185E+00
-49.2000E-06,-13.7500000000E+00,+16.1499996185E+00
-49.1000E-06,-10.6250000000E+00,+16.1187496185E+00
-49.0000E-06,-10.6250000000E+00,+16.1187496185E+00
-48.9000E-06,-7.5000000000E+00,+16.1499996185E+00
-48.8000E-06,-10.6250000000E+00,+16.1499996185E+00
-48.7000E-06,-10.6250000000E+00,+16.1812496185E+00
-48.6000E-06,-10.6250000000E+00,+16.1812496185E+00
-48.5000E-06,-7.5000000000E+00,+16.1812496185E+00
-48.4000E-06,-7.5000000000E+00,+16.1499996185E+00
-48.3000E-06,-7.5000000000E+00,+16.2124996185E+00
-48.2000E-06,-10.6250000000E+00,+16.1499996185E+00
-48.1000E-06,-7.5000000000E+00,+16.1187496185E+00
-48.0000E-06,-10.6250000000E+00,+16.1187496185E+00
-47.9000E-06,-7.5000000000E+00,+16.1812496185E+00
-47.8000E-06,-7.5000000000E+00,+16.1187496185E+00
-47.7000E-06,-10.6250000000E+00,+16.1499996185E+00
-47.6000E-06,-10.6250000000E+00,+16.1812496185E+00
-47.5000E-06,-7.5000000000E+00,+16.1812496185E+00
-47.4000E-06,-7.5000000000E+00,+16.1812496185E+00
-47.3000E-06,-7.5000000000E+00,+16.1499996185E+00
-47.2000E-06,-10.6250000000E+00,+16.1499996185E+00
-47.1000E-06,-7.5000000000E+00,+16.1499996185E+00
-47.0000E-06,-1.2500000000E+00,+16.1812496185E+00
-46.9000E-06,-4.3750000000E+00,+16.1187496185E+00
-46.8000E-06,+5.0000000000E+00,+16.1187496185E+00
-46.7000E-06,+58.1250000000E+00,+16.1499996185E+00
-46.6000E-06,+120.6250000001E+00,+16.1499996185E+00
-46.5000E-06,+195.6250000001E+00,+16.1187496185E+00
-46.4000E-06,+280.0000000001E+00,+16.1499996185E+00
-46.3000E-06,+364.3750000001E+00,+16.1499996185E+00
-46.2000E-06,+442.5000000000E+00,+16.1812496185E+00
-46.1000E-06,+442.5000000000E+00,+16.2124996185E+00
-46.0000E-06,+445.6250000000E+00,+16.1187496185E+00
-45.9000E-06,+442.5000000000E+00,+16.1187496185E+00
-45.8000E-06,+442.5000000000E+00,+16.1812496185E+00
-45.7000E-06,+442.5000000000E+00,+16.1812496185E+00
-45.6000E-06,+442.5000000000E+00,+16.1499996185E+00
