x-axis,1,2
second,Volt,Volt
-54.0350E-06,+414.3750000000E+00,+164.0625000E-03
-53.9350E-06,+414.3750000000E+00,+320.3125000E-03
-53.8350E-06,+414.3750000000E+00,+273.4375000E-03
-53.7350E-06,+414.3750000000E+00,+320.3125000E-03
-53.6350E-06,+418.4375000000E+00,+273.4375000E-03
-53.5350E-06,+418.5937500000E+00,+320.3125000E-03
-53.4350E-06,+419.5312500000E+00,+273.4375000E-03
-53.3350E-06,+418.5937500000E+00,+320.3125000E-03
-53.2350E-06,+419.5312500000E+00,+273.4375000E-03
-53.1350E-06,+418.5937500000E+00,+320.3125000E-03
-53.0350E-06,+417.5000000000E+00,+375.0000000E-03
-52.9350E-06,+417.5000000000E+00,+375.0000000E-03
-52.8350E-06,+417.5000000000E+00,+273.4375000E-03
-52.7350E-06,+415.4687500000E+00,+320.3125000E-03
-52.6350E-06,+416.4062500000E+00,+375.0000000E-03
-52.5350E-06,+415.4687500000E+00,+375.0000000E-03
-52.4350E-06,+416.4062500000E+00,+375.0000000E-03
-52.3350E-06,+417.5000000000E+00,+375.0000000E-03
-52.2350E-06,+419.5312500000E+00,+273.4375000E-03
-52.1350E-06,+418.5937500000E+00,+320.3125000E-03
-52.0350E-06,+419.5312500000E+00,+375.0000000E-03
-51.9350E-06,+420.6250000000E+00,+273.4375000E-03
-51.8350E-06,+418.5937500000E+00,+218.7500000E-03
-51.7350E-06,+417.5000000000E+00,+218.7500000E-03
-51.6350E-06,+419.5312500000E+00,+320.3125000E-03
-51.5350E-06,+416.5625000000E+00,+375.0000000E-03
-51.4350E-06,+416.4062500000E+00,+375.0000000E-03
-51.3350E-06,+417.5000000000E+00,+375.0000000E-03
-51.2350E-06,+415.4687500000E+00,+273.4375000E-03
-51.1350E-06,+414.3750000000E+00,+218.7500000E-03
-51.0350E-06,+414.3750000000E+00,+320.3125000E-03
-50.9350E-06,+416.4062500000E+00,+375.0000000E-03
-50.8350E-06,+417.5000000000E+00,+375.0000000E-03
-50.7350E-06,+415.4687500000E+00,+375.0000000E-03
-50.6350E-06,+416.4062500000E+00,+273.4375000E-03
-50.5350E-06,+415.4687500000E+00,+218.7500000E-03
-50.4350E-06,+416.4062500000E+00,+320.3125000E-03
-50.3350E-06,+283.4374999998E+00,+4.3359375000E+00
-50.2350E-06,+71.0937499998E+00,+6.6718750000E+00
-50.1350E-06,-6.4062500000E+00,+7.1875000000E+00
-50.0350E-06,-7.5000000000E+00,+8.4218750000E+00
-49.9350E-06,-7.5000000000E+00,+9.8828125000E+00
