x-axis,1,2
second,Volt,Volt
-6.54000E-06,+420.62500000000E+00,+62.50000000E-03
-6.53000E-06,+420.62500000000E+00,+218.75000000E-03
-6.52000E-06,+417.50000000000E+00,+218.75000000E-03
-6.51000E-06,+420.62500000000E+00,+218.75000000E-03
-6.50000E-06,+417.50000000000E+00,+218.75000000E-03
-6.49000E-06,+420.62500000000E+00,+218.75000000E-03
-6.48000E-06,+417.50000000000E+00,+218.75000000E-03
-6.47000E-06,+420.62500000000E+00,+375.00000000E-03
-6.46000E-06,+417.50000000000E+00,+218.75000000E-03
-6.45000E-06,+420.62500000000E+00,+62.50000000E-03
-6.44000E-06,+420.62500000000E+00,+375.00000000E-03
-6.43000E-06,+417.50000000000E+00,+218.75000000E-03
-6.42000E-06,+420.62500000000E+00,+218.75000000E-03
-6.41000E-06,+417.50000000000E+00,+218.75000000E-03
-6.40000E-06,+417.50000000000E+00,+375.00000000E-03
-6.39000E-06,+417.50000000000E+00,+218.75000000E-03
-6.38000E-06,+420.62500000000E+00,+218.75000000E-03
-6.37000E-06,+420.62500000000E+00,+218.75000000E-03
-6.36000E-06,+417.50000000000E+00,+375.00000000E-03
-6.35000E-06,+417.50000000000E+00,+375.00000000E-03
-6.34000E-06,+420.62500000000E+00,+218.75000000E-03
-6.33000E-06,+417.50000000000E+00,+218.75000000E-03
-6.32000E-06,+417.50000000000E+00,+218.75000000E-03
-6.31000E-06,+417.50000000000E+00,+375.00000000E-03
-6.30000E-06,+417.50000000000E+00,+218.75000000E-03
-6.29000E-06,+417.50000000000E+00,+218.75000000E-03
-6.28000E-06,+417.50000000000E+00,+218.75000000E-03
-6.27000E-06,+417.50000000000E+00,+218.75000000E-03
-6.26000E-06,+417.50000000000E+00,+218.75000000E-03
-6.25000E-06,+417.50000000000E+00,+218.75000000E-03
-6.24000E-06,+417.50000000000E+00,+218.75000000E-03
-6.23000E-06,+417.50000000000E+00,+375.00000000E-03
-6.22000E-06,+417.50000000000E+00,+218.75000000E-03
-6.21000E-06,+417.50000000000E+00,+375.00000000E-03
-6.20000E-06,+417.50000000000E+00,+218.75000000E-03
-6.19000E-06,+420.62500000000E+00,+218.75000000E-03
-6.18000E-06,+414.37500000000E+00,+62.50000000E-03
-6.17000E-06,+414.37500000000E+00,+218.75000000E-03
-6.16000E-06,+417.50000000000E+00,+218.75000000E-03
-6.15000E-06,+414.37500000000E+00,+375.00000000E-03
-6.14000E-06,+417.50000000000E+00,+218.75000000E-03
-6.13000E-06,+414.37500000000E+00,+218.75000000E-03
