x-axis,1,2,3
second,Volt,Volt,Volt
-45.7400E-06,+415.6250000000E+00,+4.1312500000E+00,+411.5625000000E+00
-45.6400E-06,+431.2500000000E+00,+4.1562500000E+00,+411.8750000000E+00
-45.5400E-06,+428.1250000000E+00,+4.1750000000E+00,+412.1875000000E+00
-45.4400E-06,+431.2500000000E+00,+4.1875000000E+00,+412.8125000000E+00
-45.3400E-06,+428.1250000000E+00,+4.1875000000E+00,+412.8125000000E+00
-45.2400E-06,+431.2500000000E+00,+4.1875000000E+00,+412.8125000000E+00
-45.1400E-06,+428.1250000000E+00,+4.1875000000E+00,+412.8125000000E+00
-45.0400E-06,+421.8750000000E+00,+4.1875000000E+00,+411.8750000000E+00
-44.9400E-06,+421.8750000000E+00,+4.1875000000E+00,+411.2500000000E+00
-44.8400E-06,+421.8750000000E+00,+4.2062500000E+00,+412.1875000000E+00
-44.7400E-06,+421.8750000000E+00,+4.2000000000E+00,+412.8125000000E+00
-44.6400E-06,+431.2500000000E+00,+4.2062500000E+00,+412.8125000000E+00
-44.5400E-06,+428.1250000000E+00,+4.2187500000E+00,+412.8125000000E+00
-44.4400E-06,+421.8750000000E+00,+4.2375000000E+00,+412.8125000000E+00
-44.3400E-06,+421.8750000000E+00,+4.2312500000E+00,+412.8125000000E+00
-44.2400E-06,+421.8750000000E+00,+4.2187500000E+00,+412.8125000000E+00
-44.1400E-06,+421.8750000000E+00,+4.2000000000E+00,+412.8125000000E+00
-44.0400E-06,+412.5000000000E+00,+4.2062500000E+00,+412.8125000000E+00
-43.9400E-06,+415.6250000000E+00,+4.2187500000E+00,+412.8125000000E+00
-43.8400E-06,+421.8750000000E+00,+4.2375000000E+00,+412.8125000000E+00
-43.7400E-06,+431.2500000000E+00,+4.2312500000E+00,+412.8125000000E+00
-43.6400E-06,+428.1250000000E+00,+4.2375000000E+00,+411.8750000000E+00
-43.5400E-06,+421.8750000000E+00,+4.2687500000E+00,+412.1875000000E+00
-43.4400E-06,+412.5000000000E+00,+4.2437500000E+00,+412.8125000000E+00
-43.3400E-06,+415.6250000000E+00,+4.2375000000E+00,+411.8750000000E+00
-43.2400E-06,+412.5000000000E+00,+4.2500000000E+00,+412.1875000000E+00
-43.1400E-06,+406.2500000000E+00,+4.2500000000E+00,+411.8750000000E+00
-43.0400E-06,+415.6250000000E+00,+4.2312500000E+00,+412.1875000000E+00
-42.9400E-06,+421.8750000000E+00,+4.2562500000E+00,+411.8750000000E+00
-42.8400E-06,+421.8750000000E+00,+4.2625000000E+00,+412.1875000000E+00
-42.7400E-06,+421.8750000000E+00,+4.2500000000E+00,+411.8750000000E+00
-42.6400E-06,+412.5000000000E+00,+4.2312500000E+00,+411.2500000000E+00
-42.5400E-06,+415.6250000000E+00,+4.2562500000E+00,+411.2500000000E+00
-42.4400E-06,+412.5000000000E+00,+4.2437500000E+00,+411.2500000000E+00
-42.3400E-06,+415.6250000000E+00,+4.2375000000E+00,+410.3125000000E+00
-42.2400E-06,+412.5000000000E+00,+4.2500000000E+00,+410.6250000000E+00
-42.1400E-06,+415.6250000000E+00,+4.2500000000E+00,+412.1875000000E+00
-42.0400E-06,+412.5000000000E+00,+4.2312500000E+00,+411.8750000000E+00
-41.9400E-06,+415.6250000000E+00,+4.2187500000E+00,+411.2500000000E+00
-41.8400E-06,+421.8750000000E+00,+4.2187500000E+00,+411.2500000000E+00
-41.7400E-06,+421.8750000000E+00,+4.2375000000E+00,+411.2500000000E+00
-41.6400E-06,+412.5000000000E+00,+4.2500000000E+00,+411.2500000000E+00
-41.5400E-06,+415.6250000000E+00,+4.2312500000E+00,+410.3125000000E+00
-41.4400E-06,+431.2500000000E+00,+4.2187500000E+00,+410.6250000000E+00
-41.3400E-06,+428.1250000000E+00,+4.2375000000E+00,+410.3125000000E+00
-41.2400E-06,+421.8750000000E+00,+4.2500000000E+00,+409.6875000000E+00
-41.1400E-06,+421.8750000000E+00,+4.2500000000E+00,+409.6875000000E+00
-41.0400E-06,+412.5000000000E+00,+4.2312500000E+00,+410.6250000000E+00
-40.9400E-06,+415.6250000000E+00,+4.2375000000E+00,+411.2500000000E+00
-40.8400E-06,+412.5000000000E+00,+4.2500000000E+00,+410.3125000000E+00
-40.7400E-06,+415.6250000000E+00,+4.2312500000E+00,+408.7500000000E+00
-40.6400E-06,+412.5000000000E+00,+4.2187500000E+00,+409.0625000000E+00
-40.5400E-06,+415.6250000000E+00,+4.2187500000E+00,+409.6875000000E+00
-40.4400E-06,+412.5000000000E+00,+4.2187500000E+00,+409.6875000000E+00
-40.3400E-06,+415.6250000000E+00,+4.2375000000E+00,+409.6875000000E+00
-40.2400E-06,+412.5000000000E+00,+4.2312500000E+00,+409.6875000000E+00
-40.1400E-06,+415.6250000000E+00,+4.2375000000E+00,+409.6875000000E+00
-40.0400E-06,+431.2500000000E+00,+4.2500000000E+00,+409.6875000000E+00
-39.9400E-06,+428.1250000000E+00,+4.2500000000E+00,+409.6875000000E+00
-39.8400E-06,+412.5000000000E+00,+4.2312500000E+00,+409.6875000000E+00
-39.7400E-06,+406.2500000000E+00,+4.2375000000E+00,+409.6875000000E+00
-39.6400E-06,+406.2500000000E+00,+4.2312500000E+00,+409.6875000000E+00
-39.5400E-06,+406.2500000000E+00,+4.2187500000E+00,+409.6875000000E+00
-39.4400E-06,+406.2500000000E+00,+4.2187500000E+00,+409.6875000000E+00
-39.3400E-06,+415.6250000000E+00,+4.2187500000E+00,+408.7500000000E+00
-39.2400E-06,+412.5000000000E+00,+4.2187500000E+00,+409.0625000000E+00
-39.1400E-06,+406.2500000000E+00,+4.2187500000E+00,+408.7500000000E+00
-39.0400E-06,+406.2500000000E+00,+4.2187500000E+00,+408.1250000000E+00
-38.9400E-06,+406.2500000000E+00,+4.2187500000E+00,+408.1250000000E+00
-38.8400E-06,+406.2500000000E+00,+4.2187500000E+00,+407.1875000000E+00
-38.7400E-06,+406.2500000000E+00,+4.2187500000E+00,+408.4375000000E+00
-38.6400E-06,+406.2500000000E+00,+4.2000000000E+00,+408.7500000000E+00
-38.5400E-06,+415.6250000000E+00,+4.1875000000E+00,+407.1875000000E+00
-38.4400E-06,+421.8750000000E+00,+4.2062500000E+00,+407.5000000000E+00
-38.3400E-06,+421.8750000000E+00,+4.2187500000E+00,+409.0625000000E+00
-38.2400E-06,+421.8750000000E+00,+4.2000000000E+00,+407.8125000000E+00
-38.1400E-06,+421.8750000000E+00,+4.2062500000E+00,+407.5000000000E+00
-38.0400E-06,+412.4999999999E+00,+4.2187500000E+00,+408.1250000000E+00
-37.9400E-06,+415.6250000001E+00,+4.2000000000E+00,+408.1250000000E+00
-37.8400E-06,+412.4999999999E+00,+4.1875000000E+00,+407.1875000000E+00
-37.7400E-06,+415.6250000001E+00,+4.1875000000E+00,+407.5000000000E+00
-37.6400E-06,+412.4999999999E+00,+4.1875000000E+00,+408.1250000000E+00
-37.5400E-06,+406.2500000000E+00,+4.1687500000E+00,+408.1250000000E+00
-37.4400E-06,+406.2500000000E+00,+4.1937500000E+00,+408.1250000000E+00
-37.3400E-06,+415.6250000001E+00,+4.2000000000E+00,+408.1250000000E+00
-37.2400E-06,+421.8750000000E+00,+4.1687500000E+00,+407.1875000000E+00
-37.1400E-06,+412.4999999999E+00,+4.1750000000E+00,+406.5625000000E+00
-37.0400E-06,+406.2500000000E+00,+4.1687500000E+00,+407.5000000000E+00
-36.9400E-06,+415.6250000001E+00,+4.1750000000E+00,+408.1250000000E+00
-36.8400E-06,+412.4999999999E+00,+4.1687500000E+00,+407.1875000000E+00
-36.7400E-06,+415.6250000001E+00,+4.1750000000E+00,+407.5000000000E+00
-36.6400E-06,+421.8750000000E+00,+4.1687500000E+00,+408.1250000000E+00
-36.5400E-06,+412.4999999999E+00,+4.1562500000E+00,+407.1875000000E+00
-36.4400E-06,+406.2500000000E+00,+4.1562500000E+00,+406.5625000000E+00
-36.3400E-06,+406.2500000000E+00,+4.1562500000E+00,+407.5000000000E+00
-36.2400E-06,+406.2500000000E+00,+4.1375000000E+00,+407.1875000000E+00
-36.1400E-06,+406.2500000000E+00,+4.1625000000E+00,+406.5625000000E+00
-36.0400E-06,+406.2500000000E+00,+4.1687500000E+00,+406.5625000000E+00
-35.9400E-06,+415.6250000001E+00,+4.1562500000E+00,+407.5000000000E+00
-35.8400E-06,+412.4999999999E+00,+4.1562500000E+00,+406.2500000000E+00
-35.7400E-06,+415.6250000001E+00,+4.1562500000E+00,+405.9375000000E+00
-35.6400E-06,+412.4999999999E+00,+4.1375000000E+00,+406.5625000000E+00
-35.5400E-06,+406.2500000000E+00,+4.1437500000E+00,+406.5625000000E+00
-35.4400E-06,+162.4999999984E+00,+3.9875000000E+00,+406.5625000000E+00
-35.3400E-06,-9.3750000001E+00,+3.5000000000E+00,+406.5625000000E+00
-35.2400E-06,-6.2499999999E+00,+4.1125000000E+00,+405.6250000000E+00
-35.1400E-06,-9.3750000001E+00,+4.1625000000E+00,+406.8750000000E+00
-35.0400E-06,-15.6250000000E+00,+4.4125000000E+00,+406.2500000000E+00
-34.9400E-06,-6.2499999999E+00,+4.2875000000E+00,+405.0000000000E+00
-34.8400E-06,-9.3750000001E+00,+4.1250000000E+00,+405.0000000000E+00
-34.7400E-06,-6.2499999999E+00,+4.0625000000E+00,+405.9375000000E+00
-34.6400E-06,+0.0E+00,+3.9937500000E+00,+406.5625000000E+00
-34.5400E-06,-9.3750000001E+00,+3.9375000000E+00,+405.6250000000E+00
-34.4400E-06,-6.2499999999E+00,+4.0437500000E+00,+405.9375000000E+00
-34.3400E-06,-9.3750000001E+00,+4.0250000000E+00,+405.6250000000E+00
-34.2400E-06,-6.2499999999E+00,+4.0312500000E+00,+405.0000000000E+00
-34.1400E-06,-9.3750000001E+00,+4.1312500000E+00,+405.9375000000E+00
-34.0400E-06,-6.2499999999E+00,+4.0812500000E+00,+405.6250000000E+00
-33.9400E-06,-9.3750000001E+00,+4.1437500000E+00,+405.9375000000E+00
-33.8400E-06,-15.6250000000E+00,+4.0687500000E+00,+405.6250000000E+00
-33.7400E-06,-15.6250000000E+00,+4.1000000000E+00,+405.9375000000E+00
-33.6400E-06,-6.2499999999E+00,+4.0562500000E+00,+405.6250000000E+00
-33.5400E-06,-9.3750000001E+00,+4.0812500000E+00,+405.9375000000E+00
-33.4400E-06,-15.6250000000E+00,+4.0625000000E+00,+405.6250000000E+00
-33.3400E-06,-6.2499999999E+00,+4.0562500000E+00,+405.0000000000E+00
-33.2400E-06,-9.3750000001E+00,+4.0750000000E+00,+405.0000000000E+00
-33.1400E-06,-6.2499999999E+00,+4.0625000000E+00,+405.0000000000E+00
-33.0400E-06,-9.3750000001E+00,+4.0812500000E+00,+405.0000000000E+00
-32.9400E-06,-15.6250000000E+00,+4.0562500000E+00,+405.0000000000E+00
-32.8400E-06,-6.2499999999E+00,+4.0687500000E+00,+405.0000000000E+00
-32.7400E-06,+0.0E+00,+4.0562500000E+00,+405.0000000000E+00
-32.6400E-06,+0.0E+00,+4.0687500000E+00,+405.0000000000E+00
-32.5400E-06,+0.0E+00,+4.0937500000E+00,+405.0000000000E+00
-32.4400E-06,+0.0E+00,+4.0562500000E+00,+405.0000000000E+00
-32.3400E-06,+0.0E+00,+4.0500000000E+00,+405.9375000000E+00
-32.2400E-06,+0.0E+00,+4.0625000000E+00,+405.6250000000E+00
-32.1400E-06,-9.3750000001E+00,+4.0625000000E+00,+405.0000000000E+00
-32.0400E-06,-6.2499999999E+00,+4.0437500000E+00,+405.0000000000E+00
-31.9400E-06,+0.0E+00,+4.0875000000E+00,+405.0000000000E+00
-31.8400E-06,+18.7500000001E+00,+4.0687500000E+00,+405.0000000000E+00
-31.7400E-06,+50.0000000001E+00,+4.0687500000E+00,+405.0000000000E+00
-31.6400E-06,+81.2500000002E+00,+4.0750000000E+00,+405.0000000000E+00
-31.5400E-06,+121.8750000002E+00,+4.0812500000E+00,+405.0000000000E+00
-31.4400E-06,+168.7500000002E+00,+4.0750000000E+00,+404.0625000000E+00
-31.3400E-06,+215.6250000002E+00,+4.0625000000E+00,+403.4375000000E+00
-31.2400E-06,+262.5000000002E+00,+4.0812500000E+00,+403.4375000000E+00
-31.1400E-06,+309.3750000002E+00,+4.0750000000E+00,+404.3750000000E+00
-31.0400E-06,+375.0000000004E+00,+4.0625000000E+00,+405.0000000000E+00
-30.9400E-06,+415.6250000001E+00,+4.0625000000E+00,+407.8125000000E+00
-30.8400E-06,+421.8750000000E+00,+4.0625000000E+00,+409.6875000000E+00
-30.7400E-06,+421.8750000000E+00,+4.0812500000E+00,+409.6875000000E+00
-30.6400E-06,+421.8750000000E+00,+4.1125000000E+00,+409.6875000000E+00
-30.5400E-06,+421.8750000000E+00,+4.1062500000E+00,+410.6250000000E+00
-30.4400E-06,+421.8750000000E+00,+4.0937500000E+00,+411.2500000000E+00
-30.3400E-06,+412.4999999999E+00,+4.1125000000E+00,+411.2500000000E+00
-30.2400E-06,+415.6250000001E+00,+4.1250000000E+00,+411.2500000000E+00
-30.1400E-06,+412.4999999999E+00,+4.1250000000E+00,+411.2500000000E+00
-30.0400E-06,+425.0000000002E+00,+4.1437500000E+00,+411.2500000000E+00
-29.9400E-06,+428.1249999999E+00,+4.1562500000E+00,+411.2500000000E+00
-29.8400E-06,+412.4999999999E+00,+4.1562500000E+00,+412.1875000000E+00
-29.7400E-06,+415.6250000001E+00,+4.1750000000E+00,+411.8750000000E+00
-29.6400E-06,+421.8750000000E+00,+4.1875000000E+00,+413.1250000000E+00
-29.5400E-06,+421.8750000000E+00,+4.1875000000E+00,+413.4375000000E+00
-29.4400E-06,+421.8750000000E+00,+4.1687500000E+00,+412.8125000000E+00
-29.3400E-06,+421.8750000000E+00,+4.1937500000E+00,+411.8750000000E+00
-29.2400E-06,+421.8750000000E+00,+4.2187500000E+00,+412.1875000000E+00
-29.1400E-06,+421.8750000000E+00,+4.2187500000E+00,+412.8125000000E+00
-29.0400E-06,+431.2500000001E+00,+4.2187500000E+00,+412.8125000000E+00
-28.9400E-06,+428.1249999999E+00,+4.2375000000E+00,+413.7500000000E+00
-28.8400E-06,+412.4999999999E+00,+4.2125000000E+00,+412.5000000000E+00
-28.7400E-06,+415.6250000001E+00,+4.2062500000E+00,+412.1875000000E+00
-28.6400E-06,+421.8750000000E+00,+4.2187500000E+00,+411.8750000000E+00
-28.5400E-06,+421.8750000000E+00,+4.2375000000E+00,+411.2500000000E+00
-28.4400E-06,+431.2500000001E+00,+4.2312500000E+00,+411.2500000000E+00
-28.3400E-06,+428.1249999999E+00,+4.2562500000E+00,+413.1250000000E+00
-28.2400E-06,+412.4999999999E+00,+4.2437500000E+00,+413.4375000000E+00
-28.1400E-06,+406.2500000000E+00,+4.2187500000E+00,+412.8125000000E+00
-28.0400E-06,+415.6250000001E+00,+4.2187500000E+00,+412.8125000000E+00
-27.9400E-06,+421.8750000000E+00,+4.2187500000E+00,+412.8125000000E+00
-27.8400E-06,+421.8750000000E+00,+4.2187500000E+00,+412.8125000000E+00
-27.7400E-06,+421.8750000000E+00,+4.2562500000E+00,+411.8750000000E+00
-27.6400E-06,+412.4999999999E+00,+4.2812500000E+00,+412.1875000000E+00
-27.5400E-06,+415.6250000001E+00,+4.2437500000E+00,+412.8125000000E+00
-27.4400E-06,+412.4999999999E+00,+4.2375000000E+00,+412.8125000000E+00
-27.3400E-06,+415.6250000001E+00,+4.2687500000E+00,+412.8125000000E+00
-27.2400E-06,+421.8750000000E+00,+4.2812500000E+00,+411.8750000000E+00
-27.1400E-06,+421.8750000000E+00,+4.2437500000E+00,+411.2500000000E+00
-27.0400E-06,+412.4999999999E+00,+4.2375000000E+00,+411.2500000000E+00
-26.9400E-06,+415.6250000001E+00,+4.2687500000E+00,+412.1875000000E+00
-26.8400E-06,+421.8750000000E+00,+4.2625000000E+00,+411.8750000000E+00
-26.7400E-06,+421.8750000000E+00,+4.2687500000E+00,+411.2500000000E+00
-26.6400E-06,+412.4999999999E+00,+4.2625000000E+00,+411.2500000000E+00
-26.5400E-06,+415.6250000001E+00,+4.2500000000E+00,+412.1875000000E+00
-26.4400E-06,+421.8750000000E+00,+4.2500000000E+00,+411.8750000000E+00
-26.3400E-06,+421.8750000000E+00,+4.2500000000E+00,+411.2500000000E+00
-26.2400E-06,+412.4999999999E+00,+4.2500000000E+00,+410.3125000000E+00
-26.1400E-06,+415.6250000001E+00,+4.2687500000E+00,+409.6875000000E+00
-26.0400E-06,+412.4999999999E+00,+4.2625000000E+00,+409.6875000000E+00
-25.9400E-06,+415.6250000001E+00,+4.2687500000E+00,+408.7500000000E+00
-25.8400E-06,+412.4999999999E+00,+4.2437500000E+00,+409.0625000000E+00
-25.7400E-06,+406.2500000000E+00,+4.2375000000E+00,+409.6875000000E+00
-25.6400E-06,+406.2500000000E+00,+4.2312500000E+00,+409.6875000000E+00
-25.5400E-06,+415.6250000001E+00,+4.2375000000E+00,+410.6250000000E+00
-25.4400E-06,+412.4999999999E+00,+4.2312500000E+00,+409.3750000000E+00
-25.3400E-06,+415.6250000001E+00,+4.2375000000E+00,+410.0000000000E+00
-25.2400E-06,+412.4999999999E+00,+4.2312500000E+00,+409.3750000000E+00
-25.1400E-06,+415.6250000001E+00,+4.2187500000E+00,+409.0625000000E+00
-25.0400E-06,+412.4999999999E+00,+4.2187500000E+00,+410.6250000000E+00
-24.9400E-06,+406.2500000000E+00,+4.2187500000E+00,+410.3125000000E+00
-24.8400E-06,+415.6250000001E+00,+4.2187500000E+00,+409.6875000000E+00
-24.7400E-06,+421.8750000000E+00,+4.2375000000E+00,+409.6875000000E+00
-24.6400E-06,+421.8750000000E+00,+4.2312500000E+00,+409.6875000000E+00
-24.5400E-06,+421.8750000000E+00,+4.2187500000E+00,+409.6875000000E+00
-24.4400E-06,+412.4999999999E+00,+4.2187500000E+00,+409.6875000000E+00
-24.3400E-06,+415.6250000001E+00,+4.2375000000E+00,+408.7500000000E+00
-24.2400E-06,+421.8750000000E+00,+4.2312500000E+00,+409.0625000000E+00
-24.1400E-06,+421.8750000000E+00,+4.2187500000E+00,+408.7500000000E+00
-24.0400E-06,+412.4999999999E+00,+4.2187500000E+00,+409.0625000000E+00
-23.9400E-06,+415.6250000001E+00,+4.2375000000E+00,+408.7500000000E+00
-23.8400E-06,+412.4999999999E+00,+4.2500000000E+00,+408.1250000000E+00
-23.7400E-06,+406.2500000000E+00,+4.2312500000E+00,+408.1250000000E+00
-23.6400E-06,+406.2500000000E+00,+4.2187500000E+00,+409.0625000000E+00
-23.5400E-06,+415.6250000001E+00,+4.2187500000E+00,+408.7500000000E+00
-23.4400E-06,+412.4999999999E+00,+4.2187500000E+00,+408.1250000000E+00
-23.3400E-06,+406.2500000000E+00,+4.2187500000E+00,+408.1250000000E+00
-23.2400E-06,+406.2500000000E+00,+4.2187500000E+00,+408.1250000000E+00
-23.1400E-06,+406.2500000000E+00,+4.2187500000E+00,+409.0625000000E+00
-23.0400E-06,+406.2500000000E+00,+4.2187500000E+00,+408.7500000000E+00
-22.9400E-06,+415.6250000001E+00,+4.2000000000E+00,+408.1250000000E+00
-22.8400E-06,+412.4999999999E+00,+4.2062500000E+00,+408.1250000000E+00
-22.7400E-06,+415.6250000001E+00,+4.2000000000E+00,+408.1250000000E+00
-22.6400E-06,+412.4999999999E+00,+4.2062500000E+00,+408.1250000000E+00
-22.5400E-06,+406.2500000000E+00,+4.2187500000E+00,+408.1250000000E+00
-22.4400E-06,+406.2500000000E+00,+4.2000000000E+00,+408.1250000000E+00
-22.3400E-06,+415.6250000001E+00,+4.1875000000E+00,+408.1250000000E+00
-22.2400E-06,+421.8750000000E+00,+4.1875000000E+00,+409.0625000000E+00
-22.1400E-06,+421.8750000000E+00,+4.1875000000E+00,+408.7500000000E+00
-22.0400E-06,+412.4999999999E+00,+4.1875000000E+00,+408.1250000000E+00
-21.9400E-06,+396.8749999999E+00,+4.1875000000E+00,+408.1250000000E+00
-21.8400E-06,+400.0000000001E+00,+4.1875000000E+00,+408.1250000000E+00
-21.7400E-06,+415.6250000001E+00,+4.1875000000E+00,+408.1250000000E+00
-21.6400E-06,+421.8750000000E+00,+4.1875000000E+00,+407.1875000000E+00
-21.5400E-06,+421.8750000000E+00,+4.1875000000E+00,+407.5000000000E+00
-21.4400E-06,+412.4999999999E+00,+4.1687500000E+00,+407.1875000000E+00
-21.3400E-06,+406.2500000000E+00,+4.1750000000E+00,+406.5625000000E+00
-21.2400E-06,+406.2500000000E+00,+4.1687500000E+00,+406.5625000000E+00
-21.1400E-06,+415.6250000001E+00,+4.1750000000E+00,+407.5000000000E+00
-21.0400E-06,+412.4999999999E+00,+4.1500000000E+00,+408.1250000000E+00
-20.9400E-06,+415.6250000001E+00,+4.1625000000E+00,+407.1875000000E+00
-20.8400E-06,+412.4999999999E+00,+4.1875000000E+00,+406.5625000000E+00
-20.7400E-06,+406.2500000000E+00,+4.1875000000E+00,+407.5000000000E+00
-20.6400E-06,+406.2500000000E+00,+4.1687500000E+00,+407.1875000000E+00
-20.5400E-06,+406.2500000000E+00,+4.1750000000E+00,+406.5625000000E+00
-20.4400E-06,+406.2500000000E+00,+4.1687500000E+00,+406.5625000000E+00
-20.3400E-06,+415.6250000001E+00,+4.1562500000E+00,+407.5000000000E+00
-20.2400E-06,+412.4999999999E+00,+4.1562500000E+00,+407.1875000000E+00
-20.1400E-06,+415.6250000001E+00,+4.1750000000E+00,+407.5000000000E+00
-20.0400E-06,+412.4999999999E+00,+4.1500000000E+00,+407.1875000000E+00
-19.9400E-06,+415.6250000001E+00,+4.1437500000E+00,+407.5000000000E+00
-19.8400E-06,+168.7499999983E+00,+3.9875000000E+00,+407.1875000000E+00
-19.7400E-06,-9.3750000001E+00,+3.5000000000E+00,+406.5625000000E+00
-19.6400E-06,-6.2499999999E+00,+4.1312500000E+00,+405.6250000000E+00
-19.5400E-06,-9.3750000001E+00,+4.1937500000E+00,+405.9375000000E+00
-19.4400E-06,-6.2499999999E+00,+4.4437500000E+00,+405.6250000000E+00
-19.3400E-06,+0.0E+00,+4.3000000000E+00,+405.9375000000E+00
-19.2400E-06,-9.3750000001E+00,+4.1625000000E+00,+405.6250000000E+00
-19.1400E-06,-15.6250000000E+00,+4.0875000000E+00,+405.9375000000E+00
-19.0400E-06,-6.2499999999E+00,+4.0125000000E+00,+406.5625000000E+00
-18.9400E-06,+0.0E+00,+3.9500000000E+00,+405.6250000000E+00
-18.8400E-06,+0.0E+00,+4.0437500000E+00,+405.9375000000E+00
-18.7400E-06,+0.0E+00,+4.0250000000E+00,+406.5625000000E+00
-18.6400E-06,-9.3750000001E+00,+4.0687500000E+00,+405.6250000000E+00
-18.5400E-06,-15.6250000000E+00,+4.1375000000E+00,+405.9375000000E+00
-18.4400E-06,-6.2499999999E+00,+4.0875000000E+00,+405.6250000000E+00
-18.3400E-06,+0.0E+00,+4.1750000000E+00,+405.0000000000E+00
