time	V(vo2)
4.759798251656108e-005	4.476774e+001
4.759914894339121e-005	4.476774e+001
4.760015197081621e-005	4.476774e+001
4.760135458159454e-005	4.476773e+001
4.760278157379949e-005	4.476773e+001
4.760402289773549e-005	4.476773e+001
4.760677985857567e-005	4.476773e+001
4.760817814586718e-005	4.476772e+001
4.760963739944626e-005	4.476772e+001
4.761104662735771e-005	4.476772e+001
4.761282980418266e-005	4.476772e+001
4.761472536742376e-005	4.476772e+001
4.761677506127243e-005	4.476772e+001
4.761888428497438e-005	4.476773e+001
4.762292514780275e-005	4.476774e+001
4.762540198587420e-005	4.476776e+001
4.762814162658641e-005	4.476780e+001
4.763093025333953e-005	4.476788e+001
4.763301536573478e-005	4.476798e+001
4.763533470352258e-005	4.476818e+001
4.763744836975073e-005	4.476841e+001
4.763833210533197e-005	4.476849e+001
4.763913536471806e-005	4.476850e+001
4.764016765578666e-005	4.476842e+001
4.764072228704425e-005	4.476835e+001
4.764130937443337e-005	4.476828e+001
4.764202740940859e-005	4.476824e+001
4.764278126998325e-005	4.476826e+001
4.764374723885065e-005	4.476836e+001
4.764448976531457e-005	4.476844e+001
4.764526108975986e-005	4.476849e+001
4.764610031994174e-005	4.476847e+001
4.764724744905913e-005	4.476835e+001
4.764796009005742e-005	4.476828e+001
4.764862770262682e-005	4.476824e+001
4.764941331051459e-005	4.476826e+001
4.765043580674810e-005	4.476834e+001
4.765119903386156e-005	4.476842e+001
4.765198266786994e-005	4.476847e+001
4.765284807081716e-005	4.476844e+001
4.765402471174421e-005	4.476834e+001
4.765476613820610e-005	4.476827e+001
4.765547020303684e-005	4.476823e+001
4.765628042396539e-005	4.476826e+001
4.765729148294151e-005	4.476834e+001
4.765808977730962e-005	4.476842e+001
4.765893205320795e-005	4.476845e+001
4.765982566504526e-005	4.476842e+001
4.766071402781402e-005	4.476834e+001
4.766139023851951e-005	4.476827e+001
4.766212361752634e-005	4.476823e+001
4.766295144893046e-005	4.476826e+001
4.766413075603382e-005	4.476835e+001
4.766500759327552e-005	4.476842e+001
4.766590210183996e-005	4.476844e+001
4.766683971249575e-005	4.476839e+001
4.766755815184542e-005	4.476833e+001
4.766821675868810e-005	4.476827e+001
4.766901668337709e-005	4.476824e+001
4.766987669332229e-005	4.476827e+001
4.767083061882338e-005	4.476834e+001
4.767162931948454e-005	4.476841e+001
4.767253617034978e-005	4.476844e+001
4.767349056234577e-005	4.476840e+001
4.767431572167552e-005	4.476834e+001
4.767502060417858e-005	4.476829e+001
4.767585671318700e-005	4.476827e+001
4.767675829463886e-005	4.476830e+001
4.767766713996771e-005	4.476838e+001
4.767848595831070e-005	4.476844e+001
4.767954825014853e-005	4.476847e+001
4.768053491655683e-005	4.476843e+001
4.768132503744568e-005	4.476838e+001
4.768208493779666e-005	4.476835e+001
4.768310277101368e-005	4.476836e+001
4.768412266648037e-005	4.476844e+001
4.768496490634849e-005	4.476852e+001
4.768589697337969e-005	4.476859e+001
4.768697987120665e-005	4.476860e+001
4.768846093053739e-005	4.476857e+001
4.768952687966496e-005	4.476858e+001
4.769071990114171e-005	4.476867e+001
4.769204389507703e-005	4.476883e+001
4.769317401504339e-005	4.476894e+001
4.769451041810452e-005	4.476901e+001
4.769610846174291e-005	4.476905e+001
4.769748051674377e-005	4.476913e+001
4.769892433885425e-005	4.476929e+001
4.770014622590066e-005	4.476942e+001
