time	V(n003)
3.237600000000063e-005	2.508207e+001
3.237610000000196e-005	2.508214e+001
3.237630000000116e-005	2.508228e+001
3.237659999999823e-005	2.508249e+001
3.237700000000010e-005	2.508275e+001
3.237703999999994e-005	2.508278e+001
3.237711999999962e-005	2.508283e+001
3.237727999999898e-005	2.508293e+001
3.237759999999770e-005	2.508311e+001
3.237823999999515e-005	2.508345e+001
3.237951999999003e-005	2.508394e+001
3.238167820611773e-005	2.508404e+001
3.238599461836966e-005	2.508265e+001
3.239059814335449e-005	2.508100e+001
3.239680782698290e-005	2.508089e+001
3.240416905870083e-005	2.508260e+001
3.241002203885693e-005	2.508332e+001
3.241409183633165e-005	2.508368e+001
3.241865927634466e-005	2.508520e+001
3.242117895390501e-005	2.508637e+001
3.242408153443510e-005	2.508680e+001
3.242916856723357e-005	2.508534e+001
3.243568390245283e-005	2.508377e+001
3.243990538040129e-005	2.508894e+001
3.244267725649452e-005	2.510804e+001
3.244627357368302e-005	2.516015e+001
3.244875175668557e-005	2.519908e+001
3.245167269662341e-005	2.521140e+001
3.245593649044490e-005	2.516066e+001
3.246025640200878e-005	2.510489e+001
3.246817100368421e-005	2.510370e+001
3.247577241189542e-005	2.507655e+001
3.248081831562499e-005	2.475816e+001
3.248479169863996e-005	2.413283e+001
3.248923361420450e-005	2.317546e+001
3.249403852165211e-005	2.200265e+001
3.250119583321845e-005	2.001925e+001
3.250858964218284e-005	1.774330e+001
3.251178665046942e-005	1.668273e+001
3.251305871087434e-005	1.624137e+001
3.251458340116850e-005	1.570191e+001
3.251511272871904e-005	1.550773e+001
3.251556723592522e-005	1.531927e+001
3.251588809419573e-005	1.514424e+001
3.251627236348573e-005	1.484578e+001
3.251670648373589e-005	1.438943e+001
3.251696601039300e-005	1.404289e+001
3.251714628300928e-005	1.375392e+001
3.251733447851707e-005	1.340045e+001
3.251756778215736e-005	1.283979e+001
3.251786541274421e-005	1.183010e+001
3.251824146772303e-005	1.018761e+001
3.251829967778480e-005	9.895050e+000
3.251841609790834e-005	9.276336e+000
3.251864893815196e-005	8.045479e+000
3.251868741640379e-005	7.845565e+000
3.251876437291093e-005	7.457942e+000
3.251891828592174e-005	6.712631e+000
3.251906550152256e-005	6.035785e+000
3.251916252083528e-005	5.615904e+000
3.251925883798745e-005	5.221012e+000
3.251932465159549e-005	4.963265e+000
3.251939353629552e-005	4.704766e+000
3.251945774252613e-005	4.473273e+000
3.251952737913511e-005	4.235061e+000
3.251966665235306e-005	3.798999e+000
3.251994519878898e-005	3.070420e+000
3.252050229166081e-005	2.030816e+000
3.252121722425311e-005	1.325285e+000
3.252197379948960e-005	1.285403e+000
3.252275270448218e-005	2.035565e+000
3.252360464552073e-005	3.881737e+000
3.252443138428152e-005	6.692881e+000
3.252482479411401e-005	8.319524e+000
3.252507564794477e-005	9.103100e+000
3.252536963135877e-005	9.403680e+000
3.252563582888113e-005	9.359078e+000
3.252592153992970e-005	9.244160e+000
3.252629429805615e-005	9.103740e+000
3.252671389117681e-005	8.949986e+000
3.252736991665728e-005	8.716855e+000
3.252797393829901e-005	8.494691e+000
3.252835254257888e-005	8.329356e+000
3.252872999538747e-005	8.108294e+000
3.252920641949944e-005	7.731927e+000
3.252964259767635e-005	7.297132e+000
3.252985105326248e-005	7.048923e+000
3.253010098546588e-005	6.711514e+000
3.253033379607695e-005	6.351450e+000
3.253067807122353e-005	5.700820e+000
3.253106072598211e-005	4.825099e+000
3.253143642785103e-005	3.873049e+000
3.253149249842630e-005	3.731441e+000
3.253160463957683e-005	3.465313e+000
3.253182892187789e-005	2.963203e+000
3.253185337922029e-005	2.912012e+000
3.253190229390510e-005	2.816705e+000
3.253200012327817e-005	2.635264e+000
3.253207393253202e-005	2.507090e+000
3.253215431227655e-005	2.377676e+000
3.253222677748399e-005	2.269097e+000
3.253229158430362e-005	2.178775e+000
3.253235309793462e-005	2.098990e+000
3.253241829169820e-005	2.020621e+000
3.253249199458227e-005	1.940932e+000
3.253263940035389e-005	1.810094e+000
3.253293421189712e-005	1.650407e+000
3.253352383498012e-005	1.667818e+000
3.253440117289425e-005	2.365560e+000
3.253515804556989e-005	3.571232e+000
3.253540508645070e-005	4.129487e+000
3.253552774223900e-005	4.430901e+000
3.253562729661763e-005	4.627285e+000
3.253577167405125e-005	4.799276e+000
3.253593449917616e-005	4.884405e+000
3.253609741267829e-005	4.904282e+000
3.253624701421432e-005	4.898852e+000
3.253644278698731e-005	4.882477e+000
3.253671342945408e-005	4.856704e+000
3.253709589089507e-005	4.819997e+000
3.253770083931976e-005	4.760860e+000
3.253832411533736e-005	4.687828e+000
3.253874416745892e-005	4.612495e+000
3.253916126829889e-005	4.488369e+000
3.253965582946869e-005	4.266160e+000
3.254008017116242e-005	4.012742e+000
3.254028748169921e-005	3.862187e+000
3.254051650925655e-005	3.673841e+000
3.254075076225549e-005	3.461234e+000
3.254108283134993e-005	3.114345e+000
3.254146169105396e-005	2.644429e+000
3.254185810482382e-005	2.090235e+000
3.254191961729949e-005	2.001935e+000
3.254204264225083e-005	1.833677e+000
3.254228869215350e-005	1.520386e+000
3.254234294627900e-005	1.458044e+000
3.254245145453000e-005	1.350354e+000
3.254266847102852e-005	1.163843e+000
3.254278135133779e-005	1.083364e+000
3.254286273828705e-005	1.036860e+000
3.254295177944691e-005	9.949965e-001
3.254302834595699e-005	9.658507e-001
3.254310493689197e-005	9.440752e-001
3.254321648219621e-005	9.238178e-001
3.254333377704713e-005	9.193550e-001
3.254356836674549e-005	9.687843e-001
3.254403754614568e-005	1.269248e+000
3.254475341094715e-005	2.069689e+000
3.254508282611243e-005	2.506931e+000
3.254537500756161e-005	2.782305e+000
3.254575688810615e-005	2.907866e+000
3.254607302813697e-005	2.921685e+000
3.254646887001708e-005	2.913818e+000
3.254706512182543e-005	2.893799e+000
3.254766410227400e-005	2.853656e+000
3.254810372568806e-005	2.792574e+000
3.254855999577921e-005	2.675424e+000
3.254906877793451e-005	2.473337e+000
3.254946611802242e-005	2.262870e+000
3.254967036056891e-005	2.132480e+000
3.254989713678477e-005	1.970974e+000
3.255012925193479e-005	1.793760e+000
3.255046190833721e-005	1.522489e+000
3.255083712483398e-005	1.195351e+000
3.255127235312488e-005	8.082141e-001
3.255168084207935e-005	4.643295e-001
3.255173851928611e-005	4.226141e-001
3.255185387369616e-005	3.555073e-001
3.255208458251627e-005	2.421434e-001
3.255211298178531e-005	2.309324e-001
3.255216978032341e-005	2.139207e-001
3.255228337739613e-005	1.891236e-001
3.255244673359622e-005	1.733420e-001
3.255264200528740e-005	1.850875e-001
3.255285052687282e-005	2.353995e-001
3.255306054833831e-005	3.315281e-001
3.255334093711301e-005	5.273564e-001
3.255363666928787e-005	7.879295e-001
3.255385794097634e-005	9.778510e-001
3.255410842846127e-005	1.129748e+000
3.255437614150744e-005	1.212747e+000
3.255465156489987e-005	1.244744e+000
3.255501870415289e-005	1.256325e+000
3.255544060137144e-005	1.254744e+000
3.255607910447600e-005	1.232631e+000
3.255655928598167e-005	1.191288e+000
3.255699620580491e-005	1.113366e+000
3.255753401137235e-005	9.497049e-001
3.255807230075417e-005	7.200665e-001
3.255829844508659e-005	6.023166e-001
3.255847435666356e-005	5.018005e-001
3.255865484967646e-005	3.971599e-001
3.255892904421159e-005	2.439173e-001
3.255924796118082e-005	8.256264e-002
3.255949127647928e-005	-1.988082e-002
3.255970225653909e-005	-8.627693e-002
3.255991938586750e-005	-1.283206e-001
3.256022043035545e-005	-1.482783e-001
3.256053576361842e-005	-1.386779e-001
3.256056009592889e-005	-1.362973e-001
3.256060876054984e-005	-1.296429e-001
3.256070608979519e-005	-1.147061e-001
3.256090074828244e-005	-8.122354e-002
3.256111873571610e-005	-4.096959e-002
3.256130527979836e-005	-5.827866e-003
3.256143387146346e-005	1.793665e-002
3.256150907653826e-005	3.136896e-002
3.256158354977487e-005	4.421536e-002
3.256166098040275e-005	5.713282e-002
3.256173909506679e-005	6.970363e-002
3.256182478364109e-005	8.285937e-002
3.256199616079314e-005	1.073111e-001
3.256233891509378e-005	1.506341e-001
3.256302442369505e-005	2.246882e-001
3.256371323996643e-005	2.864515e-001
3.256436099012550e-005	3.307921e-001
3.256480147386526e-005	3.472487e-001
3.256521799262571e-005	3.417840e-001
3.256578533879576e-005	2.984482e-001
3.256629768613739e-005	2.285233e-001
3.256658388797740e-005	1.769093e-001
3.256677978883196e-005	1.378954e-001
3.256702837533057e-005	8.888594e-002
3.256726779517563e-005	4.537480e-002
3.256750743668019e-005	8.325261e-003
3.256776590386881e-005	-2.252714e-002
3.256801456077291e-005	-4.135067e-002
3.256837873938726e-005	-5.275976e-002
3.256867362504828e-005	-5.067649e-002
3.256893017512114e-005	-4.098602e-002
3.256918650686863e-005	-2.638878e-002
3.256943188512454e-005	-9.868026e-003
3.256946678400347e-005	-7.326726e-003
3.256953658176479e-005	-2.037222e-003
3.256967617728396e-005	8.712002e-003
3.256980750467042e-005	1.895718e-002
3.256988061874078e-005	2.469848e-002
3.256997403176809e-005	3.203125e-002
3.257003749995366e-005	3.699150e-002
3.257010332392840e-005	4.210537e-002
3.257016866746107e-005	4.714856e-002
3.257024284992333e-005	5.282125e-002
3.257039121484784e-005	6.399140e-002
3.257068794469339e-005	8.569202e-002
3.257128140438798e-005	1.267961e-001
3.257216553494494e-005	1.830632e-001
3.257262480948001e-005	2.071283e-001
3.257304134909531e-005	2.202297e-001
3.257348237903704e-005	2.191803e-001
3.257403736504558e-005	1.929413e-001
3.257457981715312e-005	1.442716e-001
3.257484969955773e-005	1.119583e-001
3.257505060949920e-005	8.531223e-002
3.257526791667145e-005	5.696925e-002
3.257553088611975e-005	2.552881e-002
3.257577775053408e-005	5.811196e-004
3.257602604007232e-005	-1.849080e-002
3.257627729916224e-005	-3.017602e-002
3.257668328077515e-005	-3.657100e-002
3.257699757730839e-005	-3.310297e-002
3.257726194190805e-005	-2.454181e-002
3.257751595988484e-005	-1.305655e-002
3.257776321765812e-005	4.086501e-005
3.257801777353103e-005	1.467394e-002
3.257830246508955e-005	3.162485e-002
3.257840298016151e-005	3.766554e-002
3.257856094060485e-005	4.714036e-002
3.257868182739848e-005	5.433536e-002
3.257879779137649e-005	6.117695e-002
3.257902971933596e-005	7.469213e-002
3.257949357525145e-005	1.008682e-001
3.258042128708241e-005	1.499828e-001
3.258090832740368e-005	1.715167e-001
3.258130517112129e-005	1.819479e-001
3.258173666840017e-005	1.806849e-001
3.258228447433967e-005	1.579537e-001
3.258283751943203e-005	1.150480e-001
3.258308997276804e-005	8.910522e-002
3.258329260166087e-005	6.611513e-002
3.258348505320863e-005	4.477484e-002
3.258376681945091e-005	1.627179e-002
3.258401872034342e-005	-5.069459e-003
3.258427172487394e-005	-2.098693e-002
3.258453230038302e-005	-3.020216e-002
3.258499349912888e-005	-3.374769e-002
3.258533398131994e-005	-2.937909e-002
3.258536755580341e-005	-2.846204e-002
3.258543470477035e-005	-2.614028e-002
3.258556900270770e-005	-2.092668e-002
3.258583759857894e-005	-9.431976e-003
3.258587668368215e-005	-7.626479e-003
3.258595485388510e-005	-3.798072e-003
3.258611119429100e-005	4.084869e-003
3.258630651516853e-005	1.421283e-002
3.258667950057845e-005	3.383888e-002
3.258683379728927e-005	4.194661e-002
3.258705271013199e-005	5.336677e-002
3.258728492748844e-005	6.538266e-002
3.258752558705710e-005	7.772637e-002
3.258774305712336e-005	8.875464e-002
3.258817799725242e-005	1.099443e-001
3.258888106317040e-005	1.400302e-001
3.258944694068192e-005	1.562004e-001
3.258991603752315e-005	1.568326e-001
3.259048606657489e-005	1.373957e-001
