time	V(n003)	V(n008)
5.402765448753177e-005	-5.182908e-001	-6.005748e-001
5.402810564103869e-005	-5.182698e-001	-6.001161e-001
5.402860079066138e-005	-5.182503e-001	-5.996188e-001
5.402922141285738e-005	-5.182310e-001	-5.990035e-001
5.402951574149870e-005	-5.182240e-001	-5.987151e-001
5.402971594823530e-005	-5.182205e-001	-5.985207e-001
5.402992036385515e-005	-5.182175e-001	-5.983234e-001
5.403012560116494e-005	-5.182149e-001	-5.981264e-001
5.403044019027664e-005	-5.182115e-001	-5.978258e-001
5.403079379972045e-005	-5.182073e-001	-5.974895e-001
5.403124627990225e-005	-5.182006e-001	-5.970606e-001
5.403174098728841e-005	-5.181897e-001	-5.965925e-001
5.403245703716406e-005	-5.181676e-001	-5.959154e-001
5.403277632697046e-005	-5.181553e-001	-5.956135e-001
5.403296923947587e-005	-5.181466e-001	-5.954311e-001
5.403318142247274e-005	-5.181364e-001	-5.952308e-001
5.403337348054704e-005	-5.181269e-001	-5.950497e-001
5.403371617856284e-005	-5.181096e-001	-5.947277e-001
5.403406329896124e-005	-5.180923e-001	-5.944033e-001
5.403454548080777e-005	-5.180701e-001	-5.939566e-001
5.403504083071123e-005	-5.180504e-001	-5.935028e-001
5.403548804645136e-005	-5.180358e-001	-5.930979e-001
5.403574764823241e-005	-5.180289e-001	-5.928653e-001
5.403598868639753e-005	-5.180238e-001	-5.926511e-001
5.403617415459042e-005	-5.180204e-001	-5.924873e-001
5.403645332774029e-005	-5.180160e-001	-5.922420e-001
5.403670704568625e-005	-5.180123e-001	-5.920203e-001
5.403710799565739e-005	-5.180066e-001	-5.916716e-001
5.403749825265772e-005	-5.179999e-001	-5.913333e-001
5.403803892137932e-005	-5.179875e-001	-5.908655e-001
5.403864242688183e-005	-5.179693e-001	-5.903434e-001
5.403891640110362e-005	-5.179589e-001	-5.901064e-001
5.403917008062892e-005	-5.179480e-001	-5.898868e-001
5.403936654117120e-005	-5.179389e-001	-5.897169e-001
5.403960716245451e-005	-5.179271e-001	-5.895090e-001
5.403984911110313e-005	-5.179150e-001	-5.893003e-001
5.404021745203380e-005	-5.178963e-001	-5.889840e-001
5.404060213838602e-005	-5.178776e-001	-5.886559e-001
5.404110965807202e-005	-5.178555e-001	-5.882276e-001
5.404168214925148e-005	-5.178341e-001	-5.877498e-001
5.404195230286971e-005	-5.178258e-001	-5.875270e-001
5.404223417283804e-005	-5.178187e-001	-5.872967e-001
5.404244870150371e-005	-5.178140e-001	-5.871226e-001
5.404268145522626e-005	-5.178096e-001	-5.869347e-001
5.404291131744926e-005	-5.178056e-001	-5.867502e-001
5.404326790117708e-005	-5.177996e-001	-5.864652e-001
5.404364317540544e-005	-5.177928e-001	-5.861665e-001
5.404413584188250e-005	-5.177819e-001	-5.857752e-001
5.404467322920117e-005	-5.177668e-001	-5.853486e-001
5.404501282895921e-005	-5.177550e-001	-5.850789e-001
5.404530983706829e-005	-5.177430e-001	-5.848429e-001
5.404555102006201e-005	-5.177323e-001	-5.846511e-001
5.404574039268376e-005	-5.177233e-001	-5.845007e-001
5.404600005565891e-005	-5.177105e-001	-5.842946e-001
5.404626347571898e-005	-5.176972e-001	-5.840861e-001
5.404665203552483e-005	-5.176775e-001	-5.837799e-001
5.404705372473104e-005	-5.176584e-001	-5.834658e-001
5.404758662397313e-005	-5.176359e-001	-5.830539e-001
5.404823985705534e-005	-5.176126e-001	-5.825553e-001
5.404853917522282e-005	-5.176039e-001	-5.823295e-001
5.404873120100004e-005	-5.175992e-001	-5.821860e-001
5.404891972079357e-005	-5.175950e-001	-5.820458e-001
5.404911168335053e-005	-5.175911e-001	-5.819037e-001
5.404943219705291e-005	-5.175849e-001	-5.816676e-001
5.404978060047014e-005	-5.175780e-001	-5.814120e-001
5.405023973176215e-005	-5.175679e-001	-5.810761e-001
5.405072717423742e-005	-5.175544e-001	-5.807198e-001
5.405144089854277e-005	-5.175297e-001	-5.801978e-001
5.405175861310577e-005	-5.175167e-001	-5.799653e-001
5.405195782220290e-005	-5.175076e-001	-5.798194e-001
5.405216223522413e-005	-5.174977e-001	-5.796699e-001
5.405235997269983e-005	-5.174879e-001	-5.795254e-001
5.405267958168841e-005	-5.174716e-001	-5.792923e-001
5.405302882544733e-005	-5.174541e-001	-5.790389e-001
5.405348848164238e-005	-5.174322e-001	-5.787078e-001
5.405398305320663e-005	-5.174111e-001	-5.783556e-001
5.405452634628036e-005	-5.173911e-001	-5.779731e-001
5.405480301002436e-005	-5.173824e-001	-5.777804e-001
5.405501932478907e-005	-5.173766e-001	-5.776309e-001
5.405521704783534e-005	-5.173717e-001	-5.774952e-001
5.405545097709325e-005	-5.173663e-001	-5.773353e-001
5.405573828690460e-005	-5.173602e-001	-5.771399e-001
5.405610975768235e-005	-5.173520e-001	-5.768883e-001
5.405653385767012e-005	-5.173419e-001	-5.766017e-001
5.405704497614405e-005	-5.173271e-001	-5.762568e-001
5.405769806338112e-005	-5.173044e-001	-5.758157e-001
5.405799291207519e-005	-5.172924e-001	-5.756163e-001
5.405822097226398e-005	-5.172821e-001	-5.754620e-001
5.405840234773071e-005	-5.172734e-001	-5.753393e-001
5.405864969925539e-005	-5.172611e-001	-5.751721e-001
5.405889898409469e-005	-5.172486e-001	-5.750039e-001
5.405927718536707e-005	-5.172294e-001	-5.747496e-001
5.405966708112858e-005	-5.172104e-001	-5.744894e-001
5.406018599449919e-005	-5.171872e-001	-5.741464e-001
5.406078261495015e-005	-5.171638e-001	-5.737566e-001
5.406104172190826e-005	-5.171550e-001	-5.735891e-001
5.406129855293346e-005	-5.171473e-001	-5.734246e-001
5.406148858168314e-005	-5.171421e-001	-5.733036e-001
5.406173717542248e-005	-5.171359e-001	-5.731461e-001
5.406198813390217e-005	-5.171298e-001	-5.729879e-001
5.406236587385607e-005	-5.171208e-001	-5.727507e-001
5.406275645246372e-005	-5.171110e-001	-5.725063e-001
5.406327015135964e-005	-5.170960e-001	-5.721851e-001
5.406384609472209e-005	-5.170764e-001	-5.718248e-001
5.406413110665975e-005	-5.170652e-001	-5.716463e-001
5.406442241336767e-005	-5.170524e-001	-5.714636e-001
5.406465232771565e-005	-5.170417e-001	-5.713194e-001
5.406486853562834e-005	-5.170311e-001	-5.711838e-001
5.406506731459385e-005	-5.170212e-001	-5.710593e-001
5.406540392214818e-005	-5.170041e-001	-5.708490e-001
5.406575683402498e-005	-5.169864e-001	-5.706295e-001
5.406623448327846e-005	-5.169636e-001	-5.703348e-001
5.406673941813628e-005	-5.169417e-001	-5.700264e-001
5.406714265117005e-005	-5.169262e-001	-5.697827e-001
5.406741211719940e-005	-5.169169e-001	-5.696214e-001
5.406764189841429e-005	-5.169098e-001	-5.694848e-001
5.406783177988594e-005	-5.169044e-001	-5.693727e-001
5.406809561645659e-005	-5.168973e-001	-5.692175e-001
5.406835970498194e-005	-5.168904e-001	-5.690629e-001
5.406875020251209e-005	-5.168803e-001	-5.688354e-001
5.406915048042013e-005	-5.168694e-001	-5.686027e-001
5.406967933006823e-005	-5.168527e-001	-5.682954e-001
5.407028966706445e-005	-5.168305e-001	-5.679404e-001
5.407055881685718e-005	-5.168194e-001	-5.677836e-001
5.407082647977332e-005	-5.168073e-001	-5.676275e-001
5.407103423196724e-005	-5.167973e-001	-5.675063e-001
5.407126905589491e-005	-5.167857e-001	-5.673695e-001
5.407150331554131e-005	-5.167738e-001	-5.672331e-001
5.407186341872816e-005	-5.167556e-001	-5.670241e-001
5.407224278836456e-005	-5.167367e-001	-5.668051e-001
5.407274297535014e-005	-5.167136e-001	-5.665190e-001
5.407330393070522e-005	-5.166899e-001	-5.662015e-001
5.407358180221228e-005	-5.166795e-001	-5.660459e-001
5.407386362160649e-005	-5.166699e-001	-5.658894e-001
5.407407867353761e-005	-5.166631e-001	-5.657707e-001
5.407430928919266e-005	-5.166563e-001	-5.656441e-001
5.407453527335460e-005	-5.166500e-001	-5.655207e-001
5.407488951503572e-005	-5.166403e-001	-5.653280e-001
5.407526153310485e-005	-5.166298e-001	-5.651263e-001
5.407575084845698e-005	-5.166148e-001	-5.648614e-001
5.407627893501063e-005	-5.165965e-001	-5.645754e-001
5.407665319310390e-005	-5.165818e-001	-5.643724e-001
5.407694713271960e-005	-5.165691e-001	-5.642127e-001
5.407719065394709e-005	-5.165579e-001	-5.640802e-001
5.407738040151891e-005	-5.165488e-001	-5.639770e-001
5.407762261194424e-005	-5.165367e-001	-5.638453e-001
5.407786652958727e-005	-5.165243e-001	-5.637129e-001
5.407823798740663e-005	-5.165054e-001	-5.635119e-001
5.407862429389343e-005	-5.164863e-001	-5.633041e-001
5.407913677809434e-005	-5.164627e-001	-5.630310e-001
5.407972295520119e-005	-5.164380e-001	-5.627218e-001
5.407997058086422e-005	-5.164286e-001	-5.625926e-001
5.408024330698369e-005	-5.164192e-001	-5.624514e-001
5.408044173046619e-005	-5.164128e-001	-5.623493e-001
5.408068950551667e-005	-5.164052e-001	-5.622224e-001
5.408093968160832e-005	-5.163978e-001	-5.620949e-001
5.408131467012425e-005	-5.163869e-001	-5.619045e-001
5.408170470632204e-005	-5.163751e-001	-5.617070e-001
5.408221485699374e-005	-5.163581e-001	-5.614489e-001
5.408278455836663e-005	-5.163369e-001	-5.611603e-001
5.408308249766486e-005	-5.163246e-001	-5.610092e-001
5.408337793041951e-005	-5.163113e-001	-5.608591e-001
5.408361434404083e-005	-5.163001e-001	-5.607389e-001
5.408382084271315e-005	-5.162899e-001	-5.606338e-001
5.408402549958100e-005	-5.162796e-001	-5.605298e-001
5.408433775047628e-005	-5.162638e-001	-5.603715e-001
5.408469275518593e-005	-5.162458e-001	-5.601921e-001
5.408514649800703e-005	-5.162237e-001	-5.599644e-001
5.408565011753158e-005	-5.162009e-001	-5.597141e-001
5.408614056236563e-005	-5.161806e-001	-5.594729e-001
5.408640483822377e-005	-5.161706e-001	-5.593441e-001
5.408662625762048e-005	-5.161628e-001	-5.592370e-001
5.408682599477091e-005	-5.161562e-001	-5.591409e-001
5.408705880952103e-005	-5.161487e-001	-5.590293e-001
5.408734904644580e-005	-5.161397e-001	-5.588909e-001
5.408771989155736e-005	-5.161283e-001	-5.587147e-001
5.408814626032751e-005	-5.161146e-001	-5.585124e-001
5.408865520083531e-005	-5.160965e-001	-5.582711e-001
5.408930073118670e-005	-5.160710e-001	-5.579645e-001
5.408958695753835e-005	-5.160585e-001	-5.578283e-001
5.408983613474153e-005	-5.160468e-001	-5.577096e-001
5.409003293348202e-005	-5.160373e-001	-5.576158e-001
5.409026927755481e-005	-5.160255e-001	-5.575031e-001
5.409050602988436e-005	-5.160135e-001	-5.573904e-001
5.409086999172766e-005	-5.159949e-001	-5.572177e-001
5.409125108690738e-005	-5.159759e-001	-5.570377e-001
5.409175605449595e-005	-5.159521e-001	-5.568013e-001
5.409232750201720e-005	-5.159270e-001	-5.565363e-001
5.409258701687819e-005	-5.159166e-001	-5.564171e-001
5.409286237222089e-005	-5.159063e-001	-5.562917e-001
5.409306615593995e-005	-5.158991e-001	-5.561994e-001
5.409330841099624e-005	-5.158910e-001	-5.560903e-001
5.409355187642462e-005	-5.158830e-001	-5.559810e-001
5.409392009597669e-005	-5.158710e-001	-5.558165e-001
5.409430486949876e-005	-5.158584e-001	-5.556450e-001
5.409480707202138e-005	-5.158406e-001	-5.554214e-001
5.409536015438601e-005	-5.158193e-001	-5.551748e-001
5.409568627067624e-005	-5.158055e-001	-5.550291e-001
5.409598652521622e-005	-5.157918e-001	-5.548947e-001
5.409623119314103e-005	-5.157802e-001	-5.547851e-001
5.409642035600695e-005	-5.157709e-001	-5.547004e-001
5.409667615395922e-005	-5.157580e-001	-5.545858e-001
5.409694033560800e-005	-5.157445e-001	-5.544677e-001
5.409732678199331e-005	-5.157249e-001	-5.542954e-001
5.409773040471536e-005	-5.157050e-001	-5.541167e-001
5.409826498559492e-005	-5.156801e-001	-5.538822e-001
5.409887794188828e-005	-5.156539e-001	-5.536161e-001
5.409916635041451e-005	-5.156426e-001	-5.534921e-001
5.409935762372420e-005	-5.156355e-001	-5.534105e-001
5.409958544212029e-005	-5.156274e-001	-5.533138e-001
5.409980796414540e-005	-5.156198e-001	-5.532197e-001
5.410016606516993e-005	-5.156077e-001	-5.530689e-001
5.410053478574484e-005	-5.155951e-001	-5.529141e-001
5.410102602094319e-005	-5.155775e-001	-5.527081e-001
5.410154662103053e-005	-5.155573e-001	-5.524895e-001
5.410196586354624e-005	-5.155396e-001	-5.523133e-001
5.410224809392072e-005	-5.155269e-001	-5.521943e-001
5.410249356509536e-005	-5.155152e-001	-5.520908e-001
5.410269368705603e-005	-5.155054e-001	-5.520063e-001
5.410292899820507e-005	-5.154936e-001	-5.519070e-001
5.410316436673529e-005	-5.154815e-001	-5.518078e-001
5.410352618016173e-005	-5.154631e-001	-5.516556e-001
5.410390639967733e-005	-5.154440e-001	-5.514965e-001
5.410441005346961e-005	-5.154198e-001	-5.512874e-001
5.410498198198110e-005	-5.153940e-001	-5.510522e-001
5.410523691991645e-005	-5.153834e-001	-5.509483e-001
5.410550970535999e-005	-5.153726e-001	-5.508380e-001
5.410570893694955e-005	-5.153651e-001	-5.507579e-001
5.410595487943468e-005	-5.153561e-001	-5.506594e-001
5.410620288781240e-005	-5.153473e-001	-5.505605e-001
5.410657572430325e-005	-5.153342e-001	-5.504125e-001
5.410696362532011e-005	-5.153204e-001	-5.502588e-001
5.410746973945335e-005	-5.153012e-001	-5.500584e-001
5.410802840379730e-005	-5.152786e-001	-5.498369e-001
5.410835020021668e-005	-5.152645e-001	-5.497090e-001
5.410865141609184e-005	-5.152505e-001	-5.495892e-001
5.410889728143034e-005	-5.152386e-001	-5.494912e-001
5.410908621372376e-005	-5.152292e-001	-5.494159e-001
5.410934100994955e-005	-5.152163e-001	-5.493144e-001
5.410960514170074e-005	-5.152028e-001	-5.492093e-001
5.410999108290682e-005	-5.151831e-001	-5.490562e-001
5.411039510175297e-005	-5.151629e-001	-5.488968e-001
5.411093068521250e-005	-5.151376e-001	-5.486875e-001
5.411150407219623e-005	-5.151122e-001	-5.484656e-001
5.411178304938480e-005	-5.151007e-001	-5.483586e-001
5.411197029507597e-005	-5.150933e-001	-5.482873e-001
5.411219201333778e-005	-5.150849e-001	-5.482032e-001
5.411240287048202e-005	-5.150771e-001	-5.481235e-001
5.411275561154408e-005	-5.150642e-001	-5.479909e-001
5.411311530114163e-005	-5.150511e-001	-5.478559e-001
5.411360107947932e-005	-5.150326e-001	-5.476739e-001
5.411410518307847e-005	-5.150123e-001	-5.474849e-001
5.411464234546942e-005	-5.149890e-001	-5.472832e-001
5.411492983837044e-005	-5.149757e-001	-5.471749e-001
5.411517010999248e-005	-5.149640e-001	-5.470844e-001
5.411536561654440e-005	-5.149543e-001	-5.470106e-001
5.411560230025522e-005	-5.149423e-001	-5.469213e-001
5.411583967407027e-005	-5.149301e-001	-5.468319e-001
5.411620395176855e-005	-5.149114e-001	-5.466949e-001
5.411658580555326e-005	-5.148921e-001	-5.465521e-001
5.411709320816277e-005	-5.148675e-001	-5.463638e-001
5.411767607574683e-005	-5.148407e-001	-5.461493e-001
5.411791987293760e-005	-5.148301e-001	-5.460604e-001
5.411818101371327e-005	-5.148193e-001	-5.459658e-001
5.411837391750690e-005	-5.148116e-001	-5.458963e-001
5.411865094070642e-005	-5.148010e-001	-5.457969e-001
5.411891237463648e-005	-5.147910e-001	-5.457035e-001
5.411931149831503e-005	-5.147760e-001	-5.455614e-001
5.411970764982940e-005	-5.147608e-001	-5.454206e-001
5.412024171454200e-005	-5.147392e-001	-5.452309e-001
5.412083458877087e-005	-5.147137e-001	-5.450198e-001
5.412111207763956e-005	-5.147009e-001	-5.449209e-001
5.412140515438993e-005	-5.146869e-001	-5.448161e-001
5.412185254192667e-005	-5.146645e-001	-5.446561e-001
5.412204685397576e-005	-5.146545e-001	-5.445866e-001
5.412237951007287e-005	-5.146374e-001	-5.444679e-001
5.412272968891366e-005	-5.146194e-001	-5.443433e-001
5.412320647291830e-005	-5.145956e-001	-5.441747e-001
5.412371406967806e-005	-5.145713e-001	-5.439966e-001
5.412405095556877e-005	-5.145559e-001	-5.438794e-001
5.412433095298291e-005	-5.145438e-001	-5.437827e-001
5.412455133965016e-005	-5.145346e-001	-5.437070e-001
5.412476239383124e-005	-5.145260e-001	-5.436348e-001
5.412496586624724e-005	-5.145180e-001	-5.435655e-001
5.412528794791760e-005	-5.145054e-001	-5.434563e-001
5.412564071990630e-005	-5.144917e-001	-5.433369e-001
5.412609827171525e-005	-5.144736e-001	-5.431824e-001
5.412658669820894e-005	-5.144532e-001	-5.430175e-001
5.412726434793347e-005	-5.144232e-001	-5.427881e-001
5.412755695727300e-005	-5.144095e-001	-5.426890e-001
5.412781224395716e-005	-5.143970e-001	-5.426022e-001
5.412801788768837e-005	-5.143867e-001	-5.425323e-001
5.412824552936471e-005	-5.143750e-001	-5.424549e-001
5.412847013345698e-005	-5.143634e-001	-5.423787e-001
5.412882335097818e-005	-5.143451e-001	-5.422589e-001
5.412919591520071e-005	-5.143261e-001	-5.421331e-001
5.412969253052596e-005	-5.143014e-001	-5.419666e-001
5.413025152656986e-005	-5.142749e-001	-5.417807e-001
5.413050839825698e-005	-5.142633e-001	-5.416960e-001
5.413077783271783e-005	-5.142515e-001	-5.416076e-001
5.413097248101878e-005	-5.142434e-001	-5.415441e-001
5.413122069341386e-005	-5.142331e-001	-5.414636e-001
5.413147125789275e-005	-5.142230e-001	-5.413826e-001
5.413184719706837e-005	-5.142080e-001	-5.412613e-001
5.413223628228728e-005	-5.141923e-001	-5.411362e-001
5.413274323263703e-005	-5.141711e-001	-5.409732e-001
5.413329864034991e-005	-5.141468e-001	-5.407945e-001
5.413363779065497e-005	-5.141312e-001	-5.406851e-001
5.413394403992397e-005	-5.141164e-001	-5.405862e-001
5.413419783293488e-005	-5.141038e-001	-5.405040e-001
5.413438724181929e-005	-5.140942e-001	-5.404428e-001
5.413462929114432e-005	-5.140817e-001	-5.403644e-001
5.413487322704358e-005	-5.140690e-001	-5.402855e-001
5.413524531584432e-005	-5.140497e-001	-5.401655e-001
5.413563295066093e-005	-5.140299e-001	-5.400410e-001
5.413615218329004e-005	-5.140042e-001	-5.398756e-001
5.413678334070804e-005	-5.139744e-001	-5.396762e-001
5.413706508541546e-005	-5.139617e-001	-5.395879e-001
5.413726509648220e-005	-5.139531e-001	-5.395257e-001
5.413750491041827e-005	-5.139430e-001	-5.394514e-001
5.413774474693350e-005	-5.139330e-001	-5.393773e-001
5.413811149966238e-005	-5.139179e-001	-5.392645e-001
5.413849247346697e-005	-5.139022e-001	-5.391476e-001
5.413898946147674e-005	-5.138811e-001	-5.389952e-001
5.413952496791802e-005	-5.138574e-001	-5.388309e-001
5.413992679851112e-005	-5.138388e-001	-5.387073e-001
5.414022303212515e-005	-5.138244e-001	-5.386160e-001
5.414047515907641e-005	-5.138118e-001	-5.385382e-001
5.414068386719664e-005	-5.138012e-001	-5.384737e-001
5.414090965078985e-005	-5.137896e-001	-5.384040e-001
5.414113155446584e-005	-5.137780e-001	-5.383355e-001
5.414148193873605e-005	-5.137597e-001	-5.382276e-001
5.414185273111549e-005	-5.137405e-001	-5.381138e-001
5.414234789893890e-005	-5.137156e-001	-5.379629e-001
5.414290768854593e-005	-5.136883e-001	-5.377935e-001
5.414315575820797e-005	-5.136768e-001	-5.377191e-001
5.414342019120430e-005	-5.136648e-001	-5.376401e-001
5.414361375366550e-005	-5.136563e-001	-5.375826e-001
5.414389694920196e-005	-5.136441e-001	-5.374988e-001
5.414415681933779e-005	-5.136331e-001	-5.374222e-001
5.414455934379947e-005	-5.136161e-001	-5.373040e-001
5.414495273784944e-005	-5.135994e-001	-5.371887e-001
5.414548674172529e-005	-5.135759e-001	-5.370322e-001
5.414606438337161e-005	-5.135494e-001	-5.368626e-001
5.414636939615400e-005	-5.135348e-001	-5.367729e-001
5.414667142907351e-005	-5.135199e-001	-5.366839e-001
5.414710950143314e-005	-5.134975e-001	-5.365546e-001
5.414735682638880e-005	-5.134845e-001	-5.364816e-001
5.414762329773379e-005	-5.134705e-001	-5.364031e-001
5.414800508325018e-005	-5.134505e-001	-5.362909e-001
5.414841363684392e-005	-5.134295e-001	-5.361714e-001
5.414895246655740e-005	-5.134025e-001	-5.360149e-001
5.414937431267100e-005	-5.133821e-001	-5.358933e-001
5.414961541530886e-005	-5.133709e-001	-5.358242e-001
5.414982091634865e-005	-5.133616e-001	-5.357657e-001
5.415004307586166e-005	-5.133517e-001	-5.357026e-001
5.415025118820846e-005	-5.133426e-001	-5.356438e-001
5.415059811692685e-005	-5.133275e-001	-5.355460e-001
5.415095516601506e-005	-5.133121e-001	-5.354457e-001
5.415143350710402e-005	-5.132912e-001	-5.353115e-001
5.415192699175994e-005	-5.132688e-001	-5.351729e-001
5.415265425346913e-005	-5.132342e-001	-5.349683e-001
5.415298372895075e-005	-5.132179e-001	-5.348755e-001
5.415320885169064e-005	-5.132064e-001	-5.348119e-001
5.415339392796786e-005	-5.131968e-001	-5.347596e-001
5.415362802696846e-005	-5.131845e-001	-5.346935e-001
5.415386273306330e-005	-5.131721e-001	-5.346273e-001
5.415422700422515e-005	-5.131530e-001	-5.345246e-001
5.415460733802432e-005	-5.131330e-001	-5.344179e-001
5.415511955253471e-005	-5.131070e-001	-5.342752e-001
5.415573617451042e-005	-5.130767e-001	-5.341047e-001
5.415600843762525e-005	-5.130638e-001	-5.340300e-001
5.415621209402602e-005	-5.130544e-001	-5.339743e-001
5.415646069191482e-005	-5.130432e-001	-5.339068e-001
5.415671125296243e-005	-5.130320e-001	-5.338390e-001
5.415708465210042e-005	-5.130154e-001	-5.337382e-001
5.415747292828593e-005	-5.129982e-001	-5.336336e-001
5.415797448455120e-005	-5.129756e-001	-5.334987e-001
5.415851854499720e-005	-5.129502e-001	-5.333522e-001
5.415891538197021e-005	-5.129310e-001	-5.332451e-001
5.415921951261796e-005	-5.129157e-001	-5.331629e-001
5.415947921345518e-005	-5.129024e-001	-5.330926e-001
5.415969502494192e-005	-5.128912e-001	-5.330341e-001
5.415991364522699e-005	-5.128796e-001	-5.329749e-001
5.416012385623184e-005	-5.128685e-001	-5.329180e-001
5.416046549282932e-005	-5.128503e-001	-5.328256e-001
5.416082799771654e-005	-5.128312e-001	-5.327280e-001
5.416131681979658e-005	-5.128059e-001	-5.325971e-001
5.416186539046464e-005	-5.127782e-001	-5.324511e-001
5.416210955424064e-005	-5.127663e-001	-5.323865e-001
5.416236763263957e-005	-5.127540e-001	-5.323187e-001
5.416257084173495e-005	-5.127445e-001	-5.322655e-001
5.416282844148551e-005	-5.127327e-001	-5.321984e-001
5.416310865836299e-005	-5.127199e-001	-5.321255e-001
5.416349451460578e-005	-5.127025e-001	-5.320256e-001
5.416390694211112e-005	-5.126837e-001	-5.319189e-001
5.416442216128747e-005	-5.126598e-001	-5.317857e-001
5.416501412499816e-005	-5.126315e-001	-5.316325e-001
5.416533020810577e-005	-5.126157e-001	-5.315506e-001
5.416564344707525e-005	-5.125998e-001	-5.314692e-001
5.416609371122760e-005	-5.125762e-001	-5.313521e-001
5.416633464762344e-005	-5.125633e-001	-5.312894e-001
5.416657751472487e-005	-5.125504e-001	-5.312263e-001
5.416694915109585e-005	-5.125305e-001	-5.311299e-001
5.416733744532595e-005	-5.125099e-001	-5.310296e-001
5.416786370204471e-005	-5.124828e-001	-5.308946e-001
5.416836480930110e-005	-5.124575e-001	-5.307668e-001
5.416861405089027e-005	-5.124453e-001	-5.307037e-001
5.416881263095585e-005	-5.124359e-001	-5.306536e-001
5.416906400761493e-005	-5.124240e-001	-5.305905e-001
5.416931746233741e-005	-5.124123e-001	-5.305271e-001
5.416969386544054e-005	-5.123948e-001	-5.304332e-001
5.417008341514554e-005	-5.123768e-001	-5.303362e-001
5.417058583038689e-005	-5.123533e-001	-5.302113e-001
5.417112790651393e-005	-5.123271e-001	-5.300764e-001
5.417156469850540e-005	-5.123054e-001	-5.299675e-001
5.417186033690458e-005	-5.122902e-001	-5.298937e-001
5.417212239890862e-005	-5.122766e-001	-5.298281e-001
5.417234834180842e-005	-5.122646e-001	-5.297716e-001
5.417255672967095e-005	-5.122535e-001	-5.297195e-001
5.417274606635270e-005	-5.122433e-001	-5.296721e-001
5.417307465099136e-005	-5.122255e-001	-5.295900e-001
5.417342171243345e-005	-5.122069e-001	-5.295036e-001
5.417389995188843e-005	-5.121816e-001	-5.293850e-001
5.417442027826763e-005	-5.121547e-001	-5.292568e-001
5.417468277474011e-005	-5.121415e-001	-5.291925e-001
5.417494015235932e-005	-5.121288e-001	-5.291298e-001
5.417513984123240e-005	-5.121191e-001	-5.290813e-001
5.417541506571796e-005	-5.121058e-001	-5.290148e-001
5.417568403751766e-005	-5.120931e-001	-5.289500e-001
5.417608022031603e-005	-5.120744e-001	-5.288548e-001
5.417648039067122e-005	-5.120555e-001	-5.287589e-001
5.417700253926294e-005	-5.120305e-001	-5.286338e-001
5.417757025039799e-005	-5.120025e-001	-5.284976e-001
5.417792266309077e-005	-5.119846e-001	-5.284129e-001
5.417823985845449e-005	-5.119681e-001	-5.283366e-001
5.417850982531933e-005	-5.119538e-001	-5.282716e-001
5.417872320994527e-005	-5.119424e-001	-5.282201e-001
5.417894416570937e-005	-5.119305e-001	-5.281669e-001
5.417916020857352e-005	-5.119187e-001	-5.281149e-001
5.417950538317423e-005	-5.118999e-001	-5.280318e-001
5.417987334679214e-005	-5.118802e-001	-5.279436e-001
5.418037039151349e-005	-5.118538e-001	-5.278251e-001
5.418096273648865e-005	-5.118231e-001	-5.276848e-001
5.418121733222897e-005	-5.118102e-001	-5.276249e-001
5.418142708297352e-005	-5.117999e-001	-5.275758e-001
5.418170998563662e-005	-5.117860e-001	-5.275098e-001
5.418197699356975e-005	-5.117731e-001	-5.274477e-001
5.418237461163322e-005	-5.117540e-001	-5.273556e-001
5.418277202447197e-005	-5.117349e-001	-5.272636e-001
5.418329425134136e-005	-5.117094e-001	-5.271429e-001
5.418385418595392e-005	-5.116814e-001	-5.270133e-001
5.418422571046994e-005	-5.116624e-001	-5.269272e-001
5.418454505962123e-005	-5.116456e-001	-5.268531e-001
5.418481899438152e-005	-5.116310e-001	-5.267894e-001
5.418504310426842e-005	-5.116189e-001	-5.267373e-001
5.418525255838566e-005	-5.116075e-001	-5.266886e-001
5.418544681002821e-005	-5.115969e-001	-5.266435e-001
5.418577750661638e-005	-5.115787e-001	-5.265667e-001
5.418612891988292e-005	-5.115595e-001	-5.264854e-001
5.418661182523751e-005	-5.115337e-001	-5.263742e-001
5.418715331775847e-005	-5.115051e-001	-5.262502e-001
5.418737283430924e-005	-5.114937e-001	-5.262002e-001
5.418761225889010e-005	-5.114816e-001	-5.261459e-001
5.418784243865077e-005	-5.114700e-001	-5.260939e-001
5.418805904504678e-005	-5.114593e-001	-5.260451e-001
5.418840449005966e-005	-5.114423e-001	-5.259677e-001
5.418876643582815e-005	-5.114246e-001	-5.258867e-001
5.418923897995351e-005	-5.114014e-001	-5.257810e-001
5.418972950090029e-005	-5.113769e-001	-5.256715e-001
5.419039840529050e-005	-5.113427e-001	-5.255219e-001
5.419068705763905e-005	-5.113276e-001	-5.254572e-001
5.419101302032645e-005	-5.113100e-001	-5.253841e-001
5.419128312622590e-005	-5.112954e-001	-5.253235e-001
5.419147261486249e-005	-5.112850e-001	-5.252808e-001
5.419171079708990e-005	-5.112719e-001	-5.252274e-001
5.419195088684700e-005	-5.112587e-001	-5.251735e-001
5.419232068063287e-005	-5.112383e-001	-5.250908e-001
5.419270884426258e-005	-5.112171e-001	-5.250042e-001
5.419324446007817e-005	-5.111883e-001	-5.248853e-001
5.419356116173960e-005	-5.111715e-001	-5.248154e-001
5.419380148403985e-005	-5.111590e-001	-5.247626e-001
