time	V(n003)	V(n008)
5.980975598864763e-006	3.465267e-003	1.756719e+001
5.981367524009879e-006	3.466273e-003	1.756719e+001
5.981884019019834e-006	3.467699e-003	1.756719e+001
5.982464467649967e-006	3.469408e-003	1.756719e+001
5.982734936845618e-006	3.470245e-003	1.756719e+001
5.983018528391698e-006	3.471150e-003	1.756719e+001
5.983233276048855e-006	3.471844e-003	1.756719e+001
5.983469462813446e-006	3.472608e-003	1.756719e+001
5.983703759603748e-006	3.473361e-003	1.756719e+001
5.984064794638949e-006	3.474498e-003	1.756719e+001
5.984444263758271e-006	3.475648e-003	1.756719e+001
5.984941031732249e-006	3.477066e-003	1.756719e+001
5.985483546560450e-006	3.478516e-003	1.756719e+001
5.985814064357609e-006	3.479346e-003	1.756719e+001
5.986108924459221e-006	3.480055e-003	1.756719e+001
5.986344274903216e-006	3.480609e-003	1.756719e+001
5.986547822186411e-006	3.481084e-003	1.756719e+001
5.986775201825834e-006	3.481616e-003	1.756718e+001
5.987072302014035e-006	3.482325e-003	1.756718e+001
5.987441795553966e-006	3.483239e-003	1.756718e+001
5.987876984737267e-006	3.484378e-003	1.756718e+001
5.988387792577737e-006	3.485818e-003	1.756718e+001
5.989077798380232e-006	3.487889e-003	1.756718e+001
5.989385003769832e-006	3.488851e-003	1.756718e+001
5.989576191529900e-006	3.489465e-003	1.756718e+001
5.989791992722787e-006	3.490160e-003	1.756718e+001
5.989988399297819e-006	3.490790e-003	1.756718e+001
5.990335981326950e-006	3.491888e-003	1.756718e+001
5.990686821971680e-006	3.492963e-003	1.756718e+001
5.991171482439689e-006	3.494375e-003	1.756718e+001
5.991665888629288e-006	3.495724e-003	1.756718e+001
5.992193152577069e-006	3.497073e-003	1.756718e+001
5.992468131533341e-006	3.497744e-003	1.756718e+001
5.992699552283959e-006	3.498293e-003	1.756718e+001
5.992890246560301e-006	3.498742e-003	1.756718e+001
5.993155199585099e-006	3.499366e-003	1.756718e+001
5.993420671805694e-006	3.500002e-003	1.756718e+001
5.993813359174427e-006	3.500975e-003	1.756717e+001
5.994215918622009e-006	3.502026e-003	1.756717e+001
5.994748680196449e-006	3.503518e-003	1.756717e+001
5.995375133450304e-006	3.505380e-003	1.756717e+001
5.995657575363911e-006	3.506256e-003	1.756717e+001
5.995886067918649e-006	3.506982e-003	1.756717e+001
5.996080521264435e-006	3.507605e-003	1.756717e+001
5.996336036977190e-006	3.508422e-003	1.756717e+001
5.996609268942021e-006	3.509285e-003	1.756717e+001
5.996995686825823e-006	3.510476e-003	1.756717e+001
5.997405764658625e-006	3.511685e-003	1.756717e+001
5.997931321242989e-006	3.513139e-003	1.756717e+001
5.998561987477502e-006	3.514776e-003	1.756717e+001
5.998843132078158e-006	3.515470e-003	1.756717e+001
5.999080228843989e-006	3.516037e-003	1.756717e+001
5.999268692116755e-006	3.516483e-003	1.756717e+001
5.999544048840289e-006	3.517137e-003	1.756717e+001
5.999802244725100e-006	3.517759e-003	1.756717e+001
6.000201518349679e-006	3.518752e-003	1.756717e+001
6.000596749183851e-006	3.519787e-003	1.756717e+001
6.001135905882304e-006	3.521294e-003	1.756717e+001
6.001750018077429e-006	3.523112e-003	1.756717e+001
6.002026819752759e-006	3.523967e-003	1.756717e+001
6.002263848323142e-006	3.524716e-003	1.756717e+001
6.002454916997912e-006	3.525324e-003	1.756717e+001
6.002724348894845e-006	3.526181e-003	1.756716e+001
6.002987834492768e-006	3.527010e-003	1.756716e+001
6.003383292915721e-006	3.528224e-003	1.756716e+001
6.003783496622700e-006	3.529403e-003	1.756716e+001
6.004317866001308e-006	3.530883e-003	1.756716e+001
6.004932744420322e-006	3.532487e-003	1.756716e+001
6.005206432964372e-006	3.533166e-003	1.756716e+001
6.005454608659644e-006	3.533764e-003	1.756716e+001
6.005641980492971e-006	3.534211e-003	1.756716e+001
6.005891379907286e-006	3.534806e-003	1.756716e+001
6.006143059348462e-006	3.535415e-003	1.756716e+001
6.006523262085811e-006	3.536359e-003	1.756716e+001
6.006915328347212e-006	3.537379e-003	1.756716e+001
6.007432450303579e-006	3.538808e-003	1.756716e+001
6.008013943355206e-006	3.540507e-003	1.756716e+001
6.008282735531223e-006	3.541326e-003	1.756716e+001
6.008565721072473e-006	3.542212e-003	1.756716e+001
6.008779450093066e-006	3.542888e-003	1.756716e+001
6.009016718898363e-006	3.543640e-003	1.756716e+001
6.009252677300486e-006	3.544382e-003	1.756716e+001
6.009615005221625e-006	3.545503e-003	1.756716e+001
6.009995694663400e-006	3.546641e-003	1.756716e+001
6.010493675989714e-006	3.548056e-003	1.756716e+001
6.011038672905367e-006	3.549519e-003	1.756716e+001
6.011365385603928e-006	3.550352e-003	1.756715e+001
6.011660155697679e-006	3.551077e-003	1.756715e+001
6.011895048861626e-006	3.551645e-003	1.756715e+001
6.012100147435168e-006	3.552137e-003	1.756715e+001
6.012322613779125e-006	3.552673e-003	1.756715e+001
6.012624414804269e-006	3.553411e-003	1.756715e+001
6.012990938556589e-006	3.554335e-003	1.756715e+001
6.013431044209899e-006	3.555499e-003	1.756715e+001
6.013939128874518e-006	3.556929e-003	1.756715e+001
6.014640436216578e-006	3.559013e-003	1.756715e+001
6.014950738125746e-006	3.559970e-003	1.756715e+001
6.015143650669325e-006	3.560576e-003	1.756715e+001
6.015367750390743e-006	3.561283e-003	1.756715e+001
6.015582641474837e-006	3.561958e-003	1.756715e+001
6.015938504685264e-006	3.563058e-003	1.756715e+001
6.016303143396851e-006	3.564153e-003	1.756715e+001
6.016794427556038e-006	3.565562e-003	1.756715e+001
6.017310411908505e-006	3.566964e-003	1.756715e+001
6.017712966963768e-006	3.568002e-003	1.756715e+001
6.017991973687742e-006	3.568696e-003	1.756715e+001
6.018226290427364e-006	3.569267e-003	1.756715e+001
6.018411081679109e-006	3.569714e-003	1.756715e+001
6.018663161487525e-006	3.570323e-003	1.756715e+001
6.018917351736236e-006	3.570945e-003	1.756715e+001
6.019300214040596e-006	3.571906e-003	1.756715e+001
6.019693969631229e-006	3.572937e-003	1.756715e+001
6.020214068067770e-006	3.574378e-003	1.756714e+001
6.020801888034083e-006	3.576092e-003	1.756714e+001
6.021063467708671e-006	3.576885e-003	1.756714e+001
6.021344311130106e-006	3.577758e-003	1.756714e+001
6.021554172584709e-006	3.578415e-003	1.756714e+001
6.021795567214688e-006	3.579172e-003	1.756714e+001
6.022037508927880e-006	3.579926e-003	1.756714e+001
6.022404772685480e-006	3.581051e-003	1.756714e+001
6.022789917754096e-006	3.582194e-003	1.756714e+001
6.023292866273733e-006	3.583614e-003	1.756714e+001
6.023848208198956e-006	3.585103e-003	1.756714e+001
6.024158508300542e-006	3.585898e-003	1.756714e+001
6.024451807723485e-006	3.586625e-003	1.756714e+001
6.024683334760611e-006	3.587190e-003	1.756714e+001
6.024896220296200e-006	3.587707e-003	1.756714e+001
6.025094471742709e-006	3.588191e-003	1.756714e+001
6.025422297849248e-006	3.589002e-003	1.756714e+001
6.025774322179073e-006	3.589899e-003	1.756714e+001
6.026241634655982e-006	3.591144e-003	1.756714e+001
6.026735964954899e-006	3.592536e-003	1.756714e+001
6.027337419327317e-006	3.594314e-003	1.756714e+001
6.027626357256455e-006	3.595196e-003	1.756714e+001
6.027834274856259e-006	3.595843e-003	1.756714e+001
6.028037526022156e-006	3.596478e-003	1.756714e+001
6.028257143266685e-006	3.597163e-003	1.756714e+001
6.028561514839770e-006	3.598102e-003	1.756714e+001
6.028925255745221e-006	3.599201e-003	1.756714e+001
6.029366911505796e-006	3.600486e-003	1.756714e+001
6.029870240002733e-006	3.601874e-003	1.756714e+001
6.030556377944335e-006	3.603669e-003	1.756714e+001
6.030861228013135e-006	3.604435e-003	1.756713e+001
6.031061339662608e-006	3.604927e-003	1.756713e+001
6.031265714141754e-006	3.605426e-003	1.756713e+001
6.031476307781503e-006	3.605942e-003	1.756713e+001
6.031788457334236e-006	3.606717e-003	1.756713e+001
6.032146464864108e-006	3.607631e-003	1.756713e+001
6.032596641024346e-006	3.608829e-003	1.756713e+001
6.033095610247924e-006	3.610231e-003	1.756713e+001
6.033810784282501e-006	3.612342e-003	1.756713e+001
6.034123874107400e-006	3.613297e-003	1.756713e+001
6.034320729830095e-006	3.613908e-003	1.756713e+001
6.034552504897983e-006	3.614628e-003	1.756713e+001
6.034780966238107e-006	3.615335e-003	1.756713e+001
6.035143550714439e-006	3.616441e-003	1.756713e+001
6.035518490109942e-006	3.617552e-003	1.756713e+001
6.036016086896634e-006	3.618965e-003	1.756713e+001
6.036550653974737e-006	3.620412e-003	1.756713e+001
6.036892997253462e-006	3.621299e-003	1.756713e+001
6.037187654236303e-006	3.622039e-003	1.756713e+001
6.037424597260532e-006	3.622625e-003	1.756713e+001
6.037622881250454e-006	3.623112e-003	1.756713e+001
6.037866155446381e-006	3.623711e-003	1.756713e+001
6.038148719213904e-006	3.624416e-003	1.756713e+001
6.038527967527213e-006	3.625385e-003	1.756713e+001
6.038948239400072e-006	3.626503e-003	1.756713e+001
6.039468527032493e-006	3.627961e-003	1.756713e+001
6.040130234741953e-006	3.629902e-003	1.756713e+001
6.040427968513618e-006	3.630804e-003	1.756713e+001
6.040629284338739e-006	3.631425e-003	1.756713e+001
6.040835127681110e-006	3.632062e-003	1.756713e+001
6.041044250264943e-006	3.632709e-003	1.756713e+001
6.041359380034445e-006	3.633674e-003	1.756713e+001
6.041716523911417e-006	3.634745e-003	1.756713e+001
6.042169142496390e-006	3.636056e-003	1.756713e+001
6.042665929659880e-006	3.637425e-003	1.756713e+001
6.043372503729966e-006	3.639279e-003	1.756713e+001
6.043684215424616e-006	3.640068e-003	1.756713e+001
6.043878293813393e-006	3.640549e-003	1.756713e+001
6.044066848908541e-006	3.641015e-003	1.756713e+001
6.044261193799416e-006	3.641496e-003	1.756713e+001
6.044581764969720e-006	3.642299e-003	1.756713e+001
6.044933159164712e-006	3.643203e-003	1.756713e+001
6.045393031933050e-006	3.644431e-003	1.756713e+001
6.045884175961275e-006	3.645811e-003	1.756712e+001
6.046611850298728e-006	3.647950e-003	1.756712e+001
6.046927222214810e-006	3.648905e-003	1.756712e+001
6.047127694711052e-006	3.649522e-003	1.756712e+001
6.047366923021824e-006	3.650260e-003	1.756712e+001
6.047606375389480e-006	3.650994e-003	1.756712e+001
6.047975328066918e-006	3.652108e-003	1.756712e+001
6.048358697070128e-006	3.653235e-003	1.756712e+001
6.048862922880538e-006	3.654657e-003	1.756712e+001
6.049415209697512e-006	3.656147e-003	1.756712e+001
6.049728857045189e-006	3.656960e-003	1.756712e+001
6.050022153411550e-006	3.657700e-003	1.756712e+001
6.050254426358953e-006	3.658279e-003	1.756712e+001
6.050465643277908e-006	3.658803e-003	1.756712e+001
6.050668890755784e-006	3.659309e-003	1.756712e+001
6.050990878414542e-006	3.660121e-003	1.756712e+001
6.051345879276582e-006	3.661037e-003	1.756712e+001
6.051807123121783e-006	3.662274e-003	1.756712e+001
6.052304419218446e-006	3.663671e-003	1.756712e+001
6.052923250510212e-006	3.665484e-003	1.756712e+001
6.053216038037074e-006	3.666366e-003	1.756712e+001
6.053417616554840e-006	3.666983e-003	1.756712e+001
6.053623691888721e-006	3.667617e-003	1.756712e+001
6.053832104668810e-006	3.668256e-003	1.756712e+001
6.054148177860735e-006	3.669217e-003	1.756712e+001
6.054504944317390e-006	3.670280e-003	1.756712e+001
6.054958508670133e-006	3.671590e-003	1.756712e+001
6.055454903158147e-006	3.672959e-003	1.756712e+001
6.056163160898798e-006	3.674826e-003	1.756712e+001
6.056475468863010e-006	3.675622e-003	1.756712e+001
6.056669213824056e-006	3.676107e-003	1.756712e+001
6.056859070742438e-006	3.676580e-003	1.756712e+001
6.057051115632844e-006	3.677060e-003	1.756712e+001
6.057374590147380e-006	3.677878e-003	1.756712e+001
6.057724436781681e-006	3.678783e-003	1.756712e+001
6.058187351807437e-006	3.680024e-003	1.756712e+001
6.058677092413145e-006	3.681399e-003	1.756712e+001
6.059412163424149e-006	3.683552e-003	1.756712e+001
6.059728981617357e-006	3.684506e-003	1.756712e+001
6.059932714175959e-006	3.685128e-003	1.756712e+001
6.060179461735843e-006	3.685883e-003	1.756712e+001
6.060428277002844e-006	3.686639e-003	1.756712e+001
6.060803556091898e-006	3.687764e-003	1.756712e+001
6.061194166989692e-006	3.688903e-003	1.756712e+001
6.061705478850599e-006	3.690336e-003	1.756712e+001
6.062275666591371e-006	3.691871e-003	1.756711e+001
6.062565246395951e-006	3.692623e-003	1.756711e+001
6.062855292546243e-006	3.693359e-003	1.756711e+001
6.063080824271483e-006	3.693925e-003	1.756711e+001
6.063304230752298e-006	3.694485e-003	1.756711e+001
6.063515339237158e-006	3.695016e-003	1.756711e+001
6.063861293925665e-006	3.695898e-003	1.756711e+001
6.064223802618868e-006	3.696846e-003	1.756711e+001
6.064707573225775e-006	3.698158e-003	1.756711e+001
6.065220590267817e-006	3.699607e-003	1.756711e+001
6.065640743745798e-006	3.700836e-003	1.756711e+001
6.065909992941654e-006	3.701643e-003	1.756711e+001
6.066145149277030e-006	3.702356e-003	1.756711e+001
6.066335128698114e-006	3.702935e-003	1.756711e+001
6.066606144494724e-006	3.703761e-003	1.756711e+001
6.066868725111696e-006	3.704555e-003	1.756711e+001
6.067265332913852e-006	3.705734e-003	1.756711e+001
6.067664477835827e-006	3.706888e-003	1.756711e+001
6.068199611797276e-006	3.708373e-003	1.756711e+001
6.068810771635291e-006	3.710002e-003	1.756711e+001
6.069081371289087e-006	3.710701e-003	1.756711e+001
6.069335627915257e-006	3.711345e-003	1.756711e+001
6.069527693445403e-006	3.711829e-003	1.756711e+001
6.069775368360703e-006	3.712452e-003	1.756711e+001
6.070025240730026e-006	3.713086e-003	1.756711e+001
6.070402652040563e-006	3.714061e-003	1.756711e+001
6.070793560384452e-006	3.715100e-003	1.756711e+001
6.071308066110670e-006	3.716523e-003	1.756711e+001
6.071886038579166e-006	3.718183e-003	1.756711e+001
6.072158045742487e-006	3.718987e-003	1.756711e+001
6.072441640081472e-006	3.719841e-003	1.756711e+001
6.072656412066391e-006	3.720493e-003	1.756711e+001
6.072892298321364e-006	3.721209e-003	1.756711e+001
6.073126047098643e-006	3.721916e-003	1.756711e+001
6.073486772509990e-006	3.722995e-003	1.756711e+001
6.073865758283309e-006	3.724102e-003	1.756711e+001
6.074361934015754e-006	3.725504e-003	1.756711e+001
6.074902588186493e-006	3.726974e-003	1.756711e+001
6.075238535366290e-006	3.727858e-003	1.756711e+001
6.075534267502986e-006	3.728617e-003	1.756711e+001
6.075771239646283e-006	3.729219e-003	1.756711e+001
6.075971499226035e-006	3.729725e-003	1.756711e+001
6.076208514275983e-006	3.730325e-003	1.756711e+001
6.076496409143650e-006	3.731060e-003	1.756711e+001
6.076871833474162e-006	3.732038e-003	1.756711e+001
6.077297691774175e-006	3.733183e-003	1.756711e+001
6.077814573235418e-006	3.734630e-003	1.756711e+001
6.078489347440680e-006	3.736589e-003	1.756711e+001
6.078791692992053e-006	3.737489e-003	1.756711e+001
6.078985801110520e-006	3.738075e-003	1.756711e+001
6.079172743072431e-006	3.738641e-003	1.756711e+001
6.079373382188863e-006	3.739248e-003	1.756711e+001
6.079688171754805e-006	3.740193e-003	1.756711e+001
6.080043512223660e-006	3.741242e-003	1.756711e+001
6.080496561471083e-006	3.742544e-003	1.756711e+001
6.080989916813773e-006	3.743908e-003	1.756711e+001
6.081687133945024e-006	3.745763e-003	1.756711e+001
6.081994070997188e-006	3.746557e-003	1.756711e+001
6.082193834949096e-006	3.747066e-003	1.756711e+001
6.082398595768507e-006	3.747585e-003	1.756711e+001
6.082607366817566e-006	3.748115e-003	1.756711e+001
6.082921264756458e-006	3.748921e-003	1.756711e+001
6.083278178338480e-006	3.749854e-003	1.756711e+001
6.083730288795192e-006	3.751073e-003	1.756711e+001
6.084228475325415e-006	3.752470e-003	1.756711e+001
6.084950664606015e-006	3.754568e-003	1.756711e+001
6.085264968144072e-006	3.755503e-003	1.756711e+001
6.085466085773567e-006	3.756109e-003	1.756711e+001
6.085707293265047e-006	3.756837e-003	1.756711e+001
6.085949337372026e-006	3.757563e-003	1.756711e+001
6.086319973182264e-006	3.758664e-003	1.756711e+001
6.086705284132077e-006	3.759782e-003	1.756711e+001
6.087211176866031e-006	3.761203e-003	1.756711e+001
6.087767473079986e-006	3.762712e-003	1.756710e+001
6.088076328365083e-006	3.763524e-003	1.756710e+001
6.088369452150744e-006	3.764280e-003	1.756710e+001
6.088601026032342e-006	3.764872e-003	1.756710e+001
6.088814178226154e-006	3.765414e-003	1.756710e+001
6.089011146705875e-006	3.765917e-003	1.756710e+001
6.089340225990531e-006	3.766765e-003	1.756710e+001
6.089691519207269e-006	3.767687e-003	1.756710e+001
6.090160333378780e-006	3.768955e-003	1.756710e+001
6.090654334399426e-006	3.770340e-003	1.756710e+001
6.091239561332312e-006	3.772035e-003	1.756710e+001
6.091524607107490e-006	3.772879e-003	1.756710e+001
6.091736046383300e-006	3.773514e-003	1.756710e+001
6.091938540276481e-006	3.774123e-003	1.756710e+001
6.092162575389859e-006	3.774796e-003	1.756710e+001
6.092463043810836e-006	3.775693e-003	1.756710e+001
6.092829582596271e-006	3.776771e-003	1.756710e+001
6.093267128717134e-006	3.778025e-003	1.756710e+001
6.093772893560334e-006	3.779425e-003	1.756710e+001
6.094448657120027e-006	3.781230e-003	1.756710e+001
6.094749239574787e-006	3.782013e-003	1.756710e+001
6.094958333972833e-006	3.782549e-003	1.756710e+001
6.095157592280603e-006	3.783059e-003	1.756710e+001
6.095387326158358e-006	3.783647e-003	1.756710e+001
6.095680084913097e-006	3.784402e-003	1.756710e+001
6.096049973172008e-006	3.785373e-003	1.756710e+001
6.096480447609354e-006	3.786535e-003	1.756710e+001
6.096991315894529e-006	3.787963e-003	1.756710e+001
6.097669953745305e-006	3.789923e-003	1.756710e+001
6.097972495823500e-006	3.790817e-003	1.756710e+001
6.098166381550418e-006	3.791397e-003	1.756710e+001
6.098353221899167e-006	3.791958e-003	1.756710e+001
6.098553852730559e-006	3.792559e-003	1.756710e+001
6.098868661756629e-006	3.793495e-003	1.756710e+001
6.099224004223885e-006	3.794538e-003	1.756710e+001
6.099677023061606e-006	3.795835e-003	1.756710e+001
6.100170251266412e-006	3.797199e-003	1.756710e+001
6.100866194493071e-006	3.799061e-003	1.756710e+001
6.101172517723741e-006	3.799860e-003	1.756710e+001
6.101373277445088e-006	3.800376e-003	1.756710e+001
6.101576584496837e-006	3.800898e-003	1.756710e+001
6.101790140621011e-006	3.801446e-003	1.756710e+001
6.102098756493452e-006	3.802246e-003	1.756710e+001
6.102458564187507e-006	3.803193e-003	1.756710e+001
6.102905273201037e-006	3.804401e-003	1.756710e+001
6.103406361018110e-006	3.805804e-003	1.756710e+001
6.104118058503777e-006	3.807860e-003	1.756710e+001
6.104429833130726e-006	3.808780e-003	1.756710e+001
6.104627578225330e-006	3.809371e-003	1.756710e+001
6.104861272608619e-006	3.810069e-003	1.756710e+001
6.105092656631672e-006	3.810759e-003	1.756710e+001
6.105456829819805e-006	3.811833e-003	1.756710e+001
6.105833922399190e-006	3.812926e-003	1.756710e+001
6.106332844590945e-006	3.814331e-003	1.756710e+001
6.106870851296103e-006	3.815800e-003	1.756710e+001
6.107209454569995e-006	3.816700e-003	1.756710e+001
6.107504767365046e-006	3.817469e-003	1.756710e+001
6.107742111450404e-006	3.818082e-003	1.756710e+001
6.107941082252044e-006	3.818594e-003	1.756710e+001
6.108181699243653e-006	3.819214e-003	1.756710e+001
6.108466263286122e-006	3.819953e-003	1.756710e+001
6.108843921551893e-006	3.820949e-003	1.756710e+001
6.109266428844934e-006	3.822092e-003	1.756710e+001
6.109785657671535e-006	3.823543e-003	1.756710e+001
6.110455635713330e-006	3.825472e-003	1.756710e+001
6.110756396154188e-006	3.826356e-003	1.756710e+001
6.110950913473107e-006	3.826935e-003	1.756710e+001
6.111140585584457e-006	3.827501e-003	1.756710e+001
6.111342152670396e-006	3.828101e-003	1.756710e+001
6.111657499346251e-006	3.829035e-003	1.756710e+001
6.112012915865384e-006	3.830073e-003	1.756710e+001
6.112466304570435e-006	3.831368e-003	1.756710e+001
6.112959737562818e-006	3.832733e-003	1.756710e+001
6.113656837947179e-006	3.834604e-003	1.756710e+001
6.113963814280421e-006	3.835409e-003	1.756710e+001
6.114164436819836e-006	3.835928e-003	1.756710e+001
6.114368074135179e-006	3.836453e-003	1.756710e+001
6.114580344527415e-006	3.837002e-003	1.756710e+001
6.114890255429911e-006	3.837809e-003	1.756710e+001
6.115249294991881e-006	3.838759e-003	1.756710e+001
6.115697387138602e-006	3.839973e-003	1.756710e+001
6.116197835092513e-006	3.841374e-003	1.756710e+001
6.116913533436852e-006	3.843436e-003	1.756710e+001
6.117226103212470e-006	3.844354e-003	1.756710e+001
6.117425938218651e-006	3.844948e-003	1.756710e+001
6.117664252246885e-006	3.845657e-003	1.756710e+001
6.117902381200940e-006	3.846362e-003	1.756710e+001
6.118270509891666e-006	3.847443e-003	1.756710e+001
6.118652752511167e-006	3.848545e-003	1.756710e+001
6.119155740554744e-006	3.849956e-003	1.756710e+001
6.119704418230954e-006	3.851454e-003	1.756710e+001
6.120025842718674e-006	3.852309e-003	1.756710e+001
6.120320506106114e-006	3.853081e-003	1.756710e+001
6.120555311298764e-006	3.853690e-003	1.756710e+001
6.120761890035520e-006	3.854225e-003	1.756710e+001
6.120978937373955e-006	3.854788e-003	1.756710e+001
6.121285725965014e-006	3.855589e-003	1.756710e+001
6.121649038976634e-006	3.856553e-003	1.756710e+001
6.122094627615538e-006	3.857762e-003	1.756710e+001
6.122600328613975e-006	3.859178e-003	1.756710e+001
6.123320319125630e-006	3.861250e-003	1.756710e+001
6.123633915444682e-006	3.862170e-003	1.756710e+001
6.123837618776662e-006	3.862773e-003	1.756710e+001
6.124085518765393e-006	3.863509e-003	1.756710e+001
6.124335595186770e-006	3.864247e-003	1.756710e+001
6.124711832707075e-006	3.865347e-003	1.756710e+001
6.125103290538503e-006	3.866471e-003	1.756710e+001
6.125615315079325e-006	3.867902e-003	1.756710e+001
6.126186574188786e-006	3.869456e-003	1.756710e+001
6.126476677716791e-006	3.870226e-003	1.756710e+001
6.126767415896850e-006	3.870987e-003	1.756710e+001
6.126993974987782e-006	3.871577e-003	1.756710e+001
6.127216352253689e-006	3.872154e-003	1.756710e+001
6.127425399449910e-006	3.872698e-003	1.756710e+001
6.127770097584528e-006	3.873603e-003	1.756710e+001
6.128131152020877e-006	3.874567e-003	1.756710e+001
6.128614104452396e-006	3.875887e-003	1.756710e+001
6.129125349259301e-006	3.877323e-003	1.756710e+001
6.129548697483833e-006	3.878541e-003	1.756710e+001
6.129815999837696e-006	3.879322e-003	1.756710e+001
6.130051144831450e-006	3.880015e-003	1.756710e+001
6.130242474301079e-006	3.880581e-003	1.756710e+001
6.130510223755631e-006	3.881373e-003	1.756710e+001
6.130775602207483e-006	3.882153e-003	1.756710e+001
6.131170112042006e-006	3.883301e-003	1.756710e+001
6.131571939575059e-006	3.884448e-003	1.756710e+001
6.132104658180398e-006	3.885927e-003	1.756710e+001
6.132717569870549e-006	3.887584e-003	1.756710e+001
6.132987463689649e-006	3.888299e-003	1.756710e+001
6.133244974709101e-006	3.888972e-003	1.756710e+001
6.133439927752393e-006	3.889480e-003	1.756710e+001
6.133686158499990e-006	3.890121e-003	1.756710e+001
6.133934429157495e-006	3.890771e-003	1.756710e+001
6.134309759736611e-006	3.891765e-003	1.756710e+001
6.134699622396128e-006	3.892817e-003	1.756710e+001
6.135212342717189e-006	3.894237e-003	1.756710e+001
6.135788141816562e-006	3.895872e-003	1.756710e+001
6.136061042785745e-006	3.896662e-003	1.756710e+001
6.136344360592461e-006	3.897493e-003	1.756710e+001
6.136558707216244e-006	3.898125e-003	1.756710e+001
6.136794753329455e-006	3.898822e-003	1.756710e+001
6.137028670871042e-006	3.899510e-003	1.756710e+001
6.137389639601643e-006	3.900564e-003	1.756710e+001
6.137768663851129e-006	3.901654e-003	1.756710e+001
6.138264747913846e-006	3.903047e-003	1.756710e+001
6.138804553700722e-006	3.904527e-003	1.756710e+001
6.139144539965558e-006	3.905438e-003	1.756710e+001
6.139441131324669e-006	3.906220e-003	1.756710e+001
6.139679570929535e-006	3.906845e-003	1.756710e+001
6.139877035033631e-006	3.907360e-003	1.756710e+001
6.140122066129738e-006	3.908001e-003	1.756710e+001
6.140402637532655e-006	3.908738e-003	1.756710e+001
6.140783056197974e-006	3.909752e-003	1.756710e+001
6.141201566237098e-006	3.910889e-003	1.756710e+001
6.141723703889657e-006	3.912346e-003	1.756710e+001
6.142388098148016e-006	3.914247e-003	1.756710e+001
6.142687008561798e-006	3.915117e-003	1.756710e+001
6.142881887674645e-006	3.915689e-003	1.756710e+001
6.143092509052622e-006	3.916310e-003	1.756710e+001
6.143284969520324e-006	3.916876e-003	1.756710e+001
6.143620082638135e-006	3.917857e-003	1.756710e+001
6.143967090654207e-006	3.918860e-003	1.756710e+001
6.144439982324473e-006	3.920202e-003	1.756710e+001
6.144926291296732e-006	3.921546e-003	1.756710e+001
6.145668603418225e-006	3.923546e-003	1.756710e+001
6.145990645817917e-006	3.924398e-003	1.756710e+001
6.146186046471908e-006	3.924910e-003	1.756710e+001
6.146414841139147e-006	3.925509e-003	1.756710e+001
6.146639034223383e-006	3.926098e-003	1.756710e+001
6.146999445334062e-006	3.927053e-003	1.756710e+001
6.147371532608248e-006	3.928054e-003	1.756710e+001
6.147868438149268e-006	3.929422e-003	1.756710e+001
6.148401936991593e-006	3.930924e-003	1.756710e+001
6.148733126629807e-006	3.931876e-003	1.756710e+001
6.149023683874738e-006	3.932722e-003	1.756710e+001
6.149254505458807e-006	3.933399e-003	1.756710e+001
6.149462334535671e-006	3.934009e-003	1.756710e+001
6.149678800512759e-006	3.934645e-003	1.756710e+001
6.149988274032486e-006	3.935548e-003	1.756710e+001
6.150350942476374e-006	3.936597e-003	1.756710e+001
6.150797969516758e-006	3.937866e-003	1.756710e+001
6.151300167803186e-006	3.939256e-003	1.756710e+001
6.151994978685627e-006	3.941134e-003	1.756711e+001
6.152303756137151e-006	3.941953e-003	1.756711e+001
6.152503966967704e-006	3.942479e-003	1.756711e+001
6.152708938927248e-006	3.943017e-003	1.756711e+001
6.152916125976016e-006	3.943562e-003	1.756711e+001
6.153231327455516e-006	3.944395e-003	1.756711e+001
6.153587348158018e-006	3.945347e-003	1.756711e+001
6.154041086371687e-006	3.946584e-003	1.756711e+001
6.154538992206304e-006	3.947975e-003	1.756711e+001
6.155185064200819e-006	3.949821e-003	1.756711e+001
6.155482483827940e-006	3.950683e-003	1.756711e+001
6.155677200723325e-006	3.951253e-003	1.756711e+001
6.155865573790470e-006	3.951806e-003	1.756711e+001
6.156063424519326e-006	3.952385e-003	1.756711e+001
6.156381903533320e-006	3.953314e-003	1.756711e+001
6.156735476450792e-006	3.954334e-003	1.756711e+001
6.157192115763960e-006	3.955630e-003	1.756711e+001
6.157683251430818e-006	3.956990e-003	1.756711e+001
6.158382395374945e-006	3.958882e-003	1.756711e+001
6.158689629946063e-006	3.959700e-003	1.756711e+001
6.158891608910866e-006	3.960232e-003	1.756711e+001
6.159093338776317e-006	3.960763e-003	1.756711e+001
6.159311475843754e-006	3.961337e-003	1.756711e+001
6.159614891882576e-006	3.962141e-003	1.756711e+001
6.159977505613284e-006	3.963111e-003	1.756711e+001
6.160419073291540e-006	3.964315e-003	1.756711e+001
6.160923345873565e-006	3.965724e-003	1.756711e+001
6.161628948394421e-006	3.967738e-003	1.756711e+001
6.161938668158146e-006	3.968636e-003	1.756711e+001
6.162136820558883e-006	3.969214e-003	1.756711e+001
6.162371415097123e-006	3.969901e-003	1.756711e+001
6.162604059348209e-006	3.970580e-003	1.756711e+001
6.162968912346717e-006	3.971637e-003	1.756711e+001
