time	I(R5)
5.038835960580884e-006	-1.665332e-001
5.039240787239191e-006	-1.668454e-001
5.039729943315946e-006	-1.680628e-001
5.040166456669187e-006	-1.697142e-001
5.040374881189885e-006	-1.706909e-001
5.040604503330631e-006	-1.719021e-001
5.040839115962037e-006	-1.732966e-001
5.041170372477311e-006	-1.757524e-001
5.041549989745486e-006	-1.792879e-001
5.041942312482284e-006	-1.833295e-001
5.042002533286322e-006	-1.838966e-001
5.042122974897867e-006	-1.848183e-001
5.042363858120957e-006	-1.863592e-001
5.042417412989830e-006	-1.866317e-001
5.042524522731046e-006	-1.870398e-001
5.042738742213476e-006	-1.876987e-001
5.042827916475201e-006	-1.879157e-001
5.042916588041818e-006	-1.880894e-001
5.042982817785729e-006	-1.882052e-001
5.043045481632064e-006	-1.883056e-001
5.043111866567807e-006	-1.884054e-001
5.043187779392444e-006	-1.885115e-001
5.043339605045188e-006	-1.886902e-001
5.043643256347208e-006	-1.887730e-001
5.044250558954716e-006	-1.875288e-001
5.044901916606559e-006	-1.839607e-001
5.045244079057709e-006	-1.815493e-001
5.045515284352042e-006	-1.810224e-001
5.045873447542121e-006	-1.826036e-001
5.046232001641726e-006	-1.839566e-001
5.046593350956780e-006	-1.836905e-001
5.047032215231562e-006	-1.820695e-001
5.047688095866088e-006	-1.794153e-001
5.048114959632644e-006	-1.781512e-001
5.048507285377452e-006	-1.776913e-001
5.049034792498769e-006	-1.780482e-001
5.049543582203581e-006	-1.791593e-001
5.049775689956737e-006	-1.799152e-001
5.049970006922033e-006	-1.806656e-001
5.050148290157430e-006	-1.814091e-001
5.050424770822182e-006	-1.826471e-001
5.050734944223034e-006	-1.842162e-001
5.051165579930683e-006	-1.866917e-001
5.051595543752174e-006	-1.892755e-001
5.051657266219589e-006	-1.896069e-001
5.051780711154419e-006	-1.901240e-001
5.052027601020609e-006	-1.908638e-001
5.052294802902757e-006	-1.913265e-001
5.052510610614736e-006	-1.914600e-001
5.052727054425527e-006	-1.914201e-001
5.052926599819624e-006	-1.912542e-001
5.053164624398837e-006	-1.908188e-001
5.053587864928266e-006	-1.893972e-001
5.053968718367330e-006	-1.876171e-001
5.054193796046047e-006	-1.868001e-001
5.054408521797116e-006	-1.868165e-001
5.054664681994336e-006	-1.875996e-001
5.054915006779542e-006	-1.883549e-001
5.055267180496814e-006	-1.887149e-001
5.055605160637217e-006	-1.883045e-001
5.056234768416323e-006	-1.867690e-001
5.056715624705138e-006	-1.856540e-001
5.057129112188974e-006	-1.850832e-001
5.057606621016592e-006	-1.850628e-001
5.058121310790031e-006	-1.856658e-001
5.058506328748519e-006	-1.864213e-001
5.058708605277379e-006	-1.868818e-001
5.058932809970385e-006	-1.873883e-001
5.059162161778763e-006	-1.878474e-001
5.059493629021306e-006	-1.883675e-001
5.059741860425487e-006	-1.886145e-001
5.059956939498095e-006	-1.886913e-001
5.060178452399866e-006	-1.886441e-001
5.060486096806344e-006	-1.884504e-001
5.060790170739044e-006	-1.881972e-001
5.060815328854218e-006	-1.881755e-001
5.060865645081097e-006	-1.881349e-001
5.060966277534856e-006	-1.880649e-001
5.061167542445844e-006	-1.879575e-001
5.061398735246858e-006	-1.878744e-001
5.061601972305985e-006	-1.878301e-001
5.061707663810144e-006	-1.878157e-001
5.061830498382519e-006	-1.878019e-001
5.061927945439887e-006	-1.877889e-001
5.062025988659263e-006	-1.877691e-001
5.062174932825292e-006	-1.877220e-001
5.062323044820183e-006	-1.876432e-001
5.062619268809965e-006	-1.873736e-001
5.063211716786059e-006	-1.865757e-001
5.063963237291608e-006	-1.853419e-001
5.064813724829642e-006	-1.839149e-001
5.065285343237164e-006	-1.832252e-001
5.065681411141332e-006	-1.827914e-001
5.066180857396518e-006	-1.824380e-001
5.066706812942995e-006	-1.822209e-001
5.067013274885623e-006	-1.821373e-001
5.067211293497548e-006	-1.820791e-001
5.067458783879902e-006	-1.819779e-001
5.067698397507453e-006	-1.818439e-001
5.067935739334201e-006	-1.816716e-001
5.068174394447234e-006	-1.814615e-001
5.068420351420772e-006	-1.812139e-001
5.068796190055291e-006	-1.808066e-001
5.069110726438342e-006	-1.804572e-001
5.069140335701300e-006	-1.804244e-001
5.069199554223747e-006	-1.803600e-001
5.069317991268640e-006	-1.802332e-001
5.069554865361897e-006	-1.799836e-001
5.069598062176078e-006	-1.799387e-001
5.069684455804441e-006	-1.798500e-001
5.069857243064635e-006	-1.796720e-001
5.070115094159278e-006	-1.794027e-001
5.070251575350210e-006	-1.792574e-001
5.070321567480357e-006	-1.791817e-001
5.070374991179849e-006	-1.791234e-001
5.070414374461207e-006	-1.790802e-001
5.070449651610465e-006	-1.790411e-001
5.070486568808930e-006	-1.789999e-001
5.070560403205859e-006	-1.789158e-001
5.070708071999719e-006	-1.787402e-001
5.071003409590907e-006	-1.783582e-001
5.071594084769815e-006	-1.775094e-001
5.072775435127630e-006	-1.756923e-001
5.073227391513141e-006	-1.749983e-001
5.073662603646834e-006	-1.743766e-001
5.074089149421229e-006	-1.738517e-001
5.074644732993433e-006	-1.732936e-001
5.075159385990735e-006	-1.728650e-001
5.075430224616567e-006	-1.726593e-001
5.075626138741768e-006	-1.725055e-001
5.075852530948832e-006	-1.723099e-001
5.076101947908140e-006	-1.720700e-001
5.076341579816207e-006	-1.718135e-001
5.076582402230301e-006	-1.715317e-001
5.076835558798926e-006	-1.712149e-001
5.077258112141936e-006	-1.706660e-001
5.077606083942615e-006	-1.702090e-001
5.077641060294291e-006	-1.701633e-001
5.077711013001113e-006	-1.700729e-001
5.077850918411286e-006	-1.698938e-001
5.078130729235103e-006	-1.695383e-001
5.078171966335643e-006	-1.694862e-001
5.078254440540192e-006	-1.693825e-001
5.078419388949290e-006	-1.691749e-001
5.078521721706142e-006	-1.690458e-001
5.078602221021689e-006	-1.689439e-001
5.078707949034839e-006	-1.688093e-001
5.078781285493272e-006	-1.687155e-001
5.078856155558281e-006	-1.686190e-001
5.078926492044916e-006	-1.685275e-001
5.079004280629518e-006	-1.684249e-001
5.079159857798721e-006	-1.682140e-001
5.079471012137127e-006	-1.677699e-001
5.080093320817408e-006	-1.668235e-001
5.081337938174502e-006	-1.648580e-001
5.081854234555150e-006	-1.640548e-001
5.082235301736432e-006	-1.635031e-001
5.082666328808105e-006	-1.629477e-001
5.083199410213513e-006	-1.623466e-001
5.083765944977059e-006	-1.617678e-001
5.083994216326798e-006	-1.615386e-001
5.084225071168985e-006	-1.612953e-001
5.084465010882916e-006	-1.610233e-001
5.084703523741685e-006	-1.607324e-001
5.084943522654789e-006	-1.604202e-001
5.085190189661054e-006	-1.600825e-001
5.085586566373757e-006	-1.595225e-001
5.085942340728178e-006	-1.590138e-001
5.085973731566024e-006	-1.589689e-001
5.086036513241715e-006	-1.588797e-001
5.086162076593098e-006	-1.587024e-001
5.086413203295864e-006	-1.583501e-001
5.086458248849957e-006	-1.582872e-001
5.086548339958141e-006	-1.581623e-001
5.086728522174511e-006	-1.579124e-001
5.086970769969251e-006	-1.575754e-001
5.087114711924828e-006	-1.573742e-001
5.087282462672149e-006	-1.571380e-001
5.087478023316217e-006	-1.568590e-001
5.087597507526936e-006	-1.566853e-001
5.087836475948376e-006	-1.563278e-001
5.088314412791256e-006	-1.555816e-001
5.089270286473546e-006	-1.540360e-001
5.089743803234070e-006	-1.532654e-001
5.090187079739850e-006	-1.525648e-001
5.090619915194827e-006	-1.519257e-001
5.091115878593649e-006	-1.512611e-001
5.091647202824789e-006	-1.506156e-001
5.092048297385132e-006	-1.501574e-001
5.092255255231826e-006	-1.499220e-001
5.092482532931958e-006	-1.496542e-001
5.092715087601923e-006	-1.493665e-001
5.092953346733098e-006	-1.490556e-001
5.093195953771723e-006	-1.487228e-001
5.093444496107741e-006	-1.483670e-001
5.093816023593600e-006	-1.478198e-001
5.094165224376474e-006	-1.472988e-001
5.094192543030757e-006	-1.472580e-001
5.094247180339323e-006	-1.471764e-001
5.094356454959925e-006	-1.470139e-001
5.094575004197660e-006	-1.466908e-001
5.094849238617555e-006	-1.462872e-001
5.094891214856012e-006	-1.462256e-001
5.094975167332927e-006	-1.461028e-001
5.095143072286756e-006	-1.458571e-001
5.095346911659221e-006	-1.455568e-001
5.095712227898286e-006	-1.450120e-001
5.095993003904897e-006	-1.445857e-001
5.096248009789361e-006	-1.441903e-001
5.096509523169757e-006	-1.437767e-001
5.096740038967179e-006	-1.434056e-001
5.096982486779006e-006	-1.430085e-001
5.097467382406129e-006	-1.422050e-001
5.097960264575235e-006	-1.413922e-001
5.098429881458810e-006	-1.406414e-001
5.098893298621093e-006	-1.399480e-001
5.099455265663438e-006	-1.391800e-001
5.099981282067484e-006	-1.385182e-001
5.100275277634958e-006	-1.381645e-001
5.100474063074456e-006	-1.379246e-001
5.100723494820547e-006	-1.376138e-001
5.100966561068232e-006	-1.372978e-001
5.101206608067871e-006	-1.369707e-001
5.101447410841425e-006	-1.366280e-001
5.101699967646756e-006	-1.362552e-001
5.102116242952648e-006	-1.356256e-001
5.102466051110782e-006	-1.350911e-001
5.102496045995830e-006	-1.350452e-001
5.102556035762457e-006	-1.349536e-001
5.102676015295710e-006	-1.347710e-001
5.102915974362215e-006	-1.344077e-001
5.103180766175691e-006	-1.340081e-001
5.103204607170842e-006	-1.339722e-001
5.103252289164612e-006	-1.339005e-001
5.103347653148682e-006	-1.337571e-001
5.103537218397597e-006	-1.334713e-001
5.103823415973652e-006	-1.330375e-001
5.103954634596425e-006	-1.328371e-001
5.104168602762527e-006	-1.325074e-001
5.104348841836193e-006	-1.322259e-001
5.104522508198733e-006	-1.319501e-001
5.104869840923815e-006	-1.313866e-001
5.105564506370508e-006	-1.302366e-001
5.106021780703490e-006	-1.294760e-001
5.106466850979263e-006	-1.287507e-001
5.106919473529814e-006	-1.280507e-001
5.107420564493675e-006	-1.273355e-001
5.107956207013598e-006	-1.266345e-001
5.108386428098050e-006	-1.261040e-001
5.108597557559186e-006	-1.258472e-001
5.108825480031748e-006	-1.255637e-001
5.109059009373446e-006	-1.252620e-001
5.109298655242567e-006	-1.249384e-001
5.109544452670117e-006	-1.245915e-001
5.109794564597814e-006	-1.242241e-001
5.110166895576362e-006	-1.236608e-001
5.110517333647285e-006	-1.231225e-001
5.110543706644821e-006	-1.230817e-001
5.110596452639893e-006	-1.230001e-001
5.110701944626567e-006	-1.228374e-001
5.110912928599914e-006	-1.225130e-001
5.111183473953396e-006	-1.220986e-001
5.111458649446898e-006	-1.216780e-001
5.111733923399836e-006	-1.212565e-001
5.112052621023683e-006	-1.207650e-001
5.112400174832332e-006	-1.202226e-001
5.112651615912095e-006	-1.198244e-001
5.112917742119971e-006	-1.193963e-001
5.113142980486124e-006	-1.190289e-001
5.113396116099289e-006	-1.186104e-001
5.113902387325620e-006	-1.177677e-001
5.114415608475226e-006	-1.169230e-001
5.114900328825889e-006	-1.161563e-001
5.115386489912971e-006	-1.154421e-001
5.115928135644710e-006	-1.147187e-001
5.116524293382468e-006	-1.139814e-001
5.116761591174995e-006	-1.136962e-001
5.117005202587288e-006	-1.133985e-001
5.117258200851987e-006	-1.130764e-001
5.117502400651258e-006	-1.127502e-001
5.117747555797442e-006	-1.124069e-001
5.118000838504749e-006	-1.120365e-001
5.118430487279641e-006	-1.113874e-001
5.118781437152969e-006	-1.108477e-001
5.119064044871446e-006	-1.104103e-001
5.119324186158430e-006	-1.100084e-001
5.119594637694597e-006	-1.095918e-001
5.119864471735125e-006	-1.091763e-001
5.120198627139860e-006	-1.086598e-001
5.120502014111655e-006	-1.081873e-001
5.120811834364442e-006	-1.076991e-001
5.121107577991946e-006	-1.072263e-001
5.121480627694186e-006	-1.066215e-001
5.121818857440480e-006	-1.060694e-001
5.122381846685981e-006	-1.051593e-001
5.122934995976242e-006	-1.042995e-001
5.123438124612217e-006	-1.035758e-001
5.123988701408178e-006	-1.028623e-001
5.124588569903332e-006	-1.021498e-001
5.124825028797464e-006	-1.018798e-001
5.125064032721755e-006	-1.016049e-001
5.125312717849800e-006	-1.013079e-001
5.125557331422254e-006	-1.010018e-001
5.125803276422730e-006	-1.006786e-001
5.126056633053544e-006	-1.003297e-001
5.126451721577940e-006	-9.976471e-002
5.126791216773785e-006	-9.926778e-002
5.127070406316797e-006	-9.885460e-002
5.127331403013274e-006	-9.846801e-002
5.127595790133110e-006	-9.807736e-002
5.127859279512731e-006	-9.768873e-002
5.128165235547544e-006	-9.723683e-002
5.128502970488252e-006	-9.673499e-002
5.128883172861309e-006	-9.616463e-002
5.129158818485691e-006	-9.574614e-002
5.129462481583830e-006	-9.527972e-002
5.129834154637275e-006	-9.470516e-002
5.130176041603929e-006	-9.417973e-002
5.130681020329431e-006	-9.342442e-002
5.131195279509809e-006	-9.270166e-002
5.131762617897884e-006	-9.197947e-002
5.132305507301455e-006	-9.135686e-002
5.132620054880410e-006	-9.102184e-002
5.132822447677377e-006	-9.081143e-002
5.133089430855997e-006	-9.052955e-002
5.133330691079602e-006	-9.026565e-002
5.133573119878859e-006	-8.998771e-002
5.133816507577743e-006	-8.969447e-002
5.134073921924526e-006	-8.936841e-002
5.134464377262726e-006	-8.885284e-002
5.134790943561035e-006	-8.840920e-002
5.135062196119644e-006	-8.803458e-002
5.135316996862649e-006	-8.768056e-002
5.135582743075878e-006	-8.731058e-002
5.135847639930330e-006	-8.694098e-002
5.136159072043067e-006	-8.650385e-002
5.136645366995291e-006	-8.581355e-002
5.137167287002503e-006	-8.506228e-002
5.137780890621807e-006	-8.417306e-002
5.138374365821347e-006	-8.332562e-002
5.138887464711112e-006	-8.262770e-002
5.139383607528913e-006	-8.201118e-002
5.139942942680026e-006	-8.139591e-002
5.140557132021772e-006	-8.078924e-002
5.140802594057886e-006	-8.055995e-002
5.141060326122743e-006	-8.031885e-002
5.141325579650219e-006	-8.006030e-002
5.141576152511290e-006	-7.980230e-002
5.141827346694800e-006	-7.952812e-002
5.142087805713735e-006	-7.922634e-002
5.142505245053775e-006	-7.871778e-002
5.142810307633139e-006	-7.833236e-002
5.143063030749878e-006	-7.800511e-002
5.143311073773499e-006	-7.767975e-002
5.143601086443628e-006	-7.729614e-002
5.143878425008935e-006	-7.692639e-002
5.144281500432668e-006	-7.638410e-002
5.144782370819501e-006	-7.570415e-002
5.145235198875803e-006	-7.508725e-002
5.145940269742078e-006	-7.413990e-002
5.146600629717113e-006	-7.329241e-002
5.147127844190580e-006	-7.267721e-002
5.147714358933603e-006	-7.208010e-002
5.148293680631855e-006	-7.156146e-002
5.148520139507812e-006	-7.137557e-002
5.148704177750790e-006	-7.122916e-002
5.148894470549670e-006	-7.107507e-002
5.149185870065298e-006	-7.082955e-002
5.149448308088001e-006	-7.059479e-002
5.149736033507879e-006	-7.031889e-002
5.149996105627969e-006	-7.005090e-002
5.150389509784442e-006	-6.961974e-002
5.150663017140095e-006	-6.930593e-002
5.150908333050042e-006	-6.901484e-002
5.151158928257821e-006	-6.871155e-002
5.151425195745046e-006	-6.838486e-002
5.151704080257752e-006	-6.803897e-002
5.152104877052810e-006	-6.753757e-002
5.152528039245596e-006	-6.700505e-002
5.153002481272928e-006	-6.640812e-002
5.153569924684631e-006	-6.570460e-002
5.154162819803049e-006	-6.499857e-002
5.154697735890168e-006	-6.441288e-002
5.155300056864515e-006	-6.383338e-002
5.155846548119542e-006	-6.337859e-002
5.156193723061114e-006	-6.312222e-002
5.156397517930983e-006	-6.298055e-002
5.156624780941477e-006	-6.282343e-002
5.156853703492531e-006	-6.266017e-002
5.157144781699208e-006	-6.244086e-002
5.157411703780868e-006	-6.222495e-002
5.157678552056982e-006	-6.199192e-002
5.157954884160015e-006	-6.173239e-002
5.158289703627306e-006	-6.139833e-002
5.158548970863458e-006	-6.112742e-002
5.158796565794127e-006	-6.085969e-002
5.159085825077320e-006	-6.053990e-002
5.159349036498728e-006	-6.024421e-002
5.159711420330004e-006	-5.983225e-002
5.160173063779167e-006	-5.930382e-002
5.160651574173669e-006	-5.875577e-002
5.161102672839035e-006	-5.824542e-002
5.161680308094635e-006	-5.761396e-002
5.162249761849619e-006	-5.703308e-002
5.162788567065341e-006	-5.654470e-002
5.163361008368034e-006	-5.610158e-002
5.163934539337278e-006	-5.571761e-002
5.164167882775600e-006	-5.557484e-002
5.164403559663328e-006	-5.543388e-002
5.164644117056777e-006	-5.528473e-002
5.164947947597365e-006	-5.508417e-002
5.165218422024942e-006	-5.489086e-002
5.165491494849711e-006	-5.467859e-002
5.165772425159976e-006	-5.444316e-002
5.166054482998866e-006	-5.419162e-002
5.166309038552586e-006	-5.395345e-002
5.166559372018348e-006	-5.371091e-002
5.166805497565374e-006	-5.346650e-002
5.167073719804932e-006	-5.319517e-002
5.167443283615042e-006	-5.281623e-002
5.167916009032880e-006	-5.232771e-002
5.168376579670064e-006	-5.185175e-002
5.168807627894956e-006	-5.141259e-002
5.169381153562885e-006	-5.085070e-002
5.169997828863987e-006	-5.029223e-002
5.170578522516872e-006	-4.983122e-002
5.171150222599980e-006	-4.944744e-002
5.171627685606611e-006	-4.917128e-002
5.171845808536052e-006	-4.905595e-002
5.172068982057382e-006	-4.894070e-002
5.172286427938128e-006	-4.882476e-002
5.172625587440694e-006	-4.863230e-002
5.172916660557692e-006	-4.845266e-002
5.173191528852483e-006	-4.826671e-002
5.173463278038137e-006	-4.806627e-002
5.173824533077909e-006	-4.778003e-002
5.174097980953363e-006	-4.755092e-002
5.174379630660392e-006	-4.730495e-002
5.174639940045550e-006	-4.707135e-002
5.174985512161612e-006	-4.675506e-002
5.175413697232345e-006	-4.635837e-002
5.175758550399201e-006	-4.603733e-002
5.176183110435634e-006	-4.564398e-002
5.176661432557128e-006	-4.521127e-002
5.177298746598946e-006	-4.466496e-002
5.177873927387361e-006	-4.422017e-002
5.178472354743641e-006	-4.382559e-002
5.179061553055309e-006	-4.349884e-002
5.179378923126504e-006	-4.334558e-002
5.179587171257050e-006	-4.325176e-002
5.179832446543242e-006	-4.314123e-002
5.180081262476377e-006	-4.302394e-002
5.180410635314409e-006	-4.285645e-002
5.180703581200707e-006	-4.269238e-002
5.181021792623197e-006	-4.249561e-002
5.181312589534054e-006	-4.229983e-002
5.181598899294676e-006	-4.209345e-002
5.181863215721061e-006	-4.189314e-002
5.182121801453749e-006	-4.168979e-002
5.182423518525214e-006	-4.144587e-002
5.182816159351317e-006	-4.112211e-002
5.183247399731528e-006	-4.076243e-002
5.183613852363656e-006	-4.045604e-002
5.183964163650578e-006	-4.016659e-002
5.184543698983496e-006	-3.970301e-002
5.185102467927805e-006	-3.928501e-002
5.185644407712520e-006	-3.892559e-002
5.186232683140890e-006	-3.859824e-002
5.186884498045025e-006	-3.829470e-002
5.187133548262973e-006	-3.819282e-002
5.187328662246971e-006	-3.811737e-002
5.187537453467395e-006	-3.803499e-002
5.187836060537021e-006	-3.790968e-002
5.188193783148970e-006	-3.774524e-002
5.188492259253913e-006	-3.759224e-002
5.188814236826989e-006	-3.740912e-002
5.189122202233637e-006	-3.721870e-002
5.189407116305139e-006	-3.703069e-002
5.189681109921129e-006	-3.684101e-002
5.189997680201536e-006	-3.661397e-002
5.190386548201836e-006	-3.632788e-002
5.190867813118644e-006	-3.596838e-002
5.191208231780653e-006	-3.571292e-002
5.191523789676439e-006	-3.547828e-002
5.192060108592800e-006	-3.509066e-002
5.192606068567945e-006	-3.471939e-002
5.193156601652343e-006	-3.438506e-002
5.193746973976288e-006	-3.408308e-002
5.194373579962136e-006	-3.381744e-002
5.194682282737284e-006	-3.370479e-002
5.194895391812809e-006	-3.363248e-002
5.195177693036873e-006	-3.353579e-002
5.195436675275306e-006	-3.344153e-002
5.195780710783721e-006	-3.330318e-002
5.196150074802258e-006	-3.313633e-002
5.196486742017198e-006	-3.296583e-002
5.196816559957518e-006	-3.278245e-002
5.197121377385761e-006	-3.260070e-002
5.197464586669670e-006	-3.238531e-002
5.197835593145211e-006	-3.214391e-002
5.198297617713121e-006	-3.183633e-002
5.198655483810988e-006	-3.159580e-002
5.199075190795433e-006	-3.131453e-002
5.199484473025068e-006	-3.104686e-002
5.200089037087075e-006	-3.067224e-002
5.200637104151029e-006	-3.036664e-002
5.201257263807296e-006	-3.007416e-002
5.201841242360311e-006	-2.984711e-002
5.202204141529360e-006	-2.972772e-002
5.202409923323742e-006	-2.966597e-002
5.202630828246568e-006	-2.960073e-002
5.202838299578350e-006	-2.953712e-002
5.203183276424050e-006	-2.942257e-002
5.203545728495879e-006	-2.928814e-002
5.203885936534702e-006	-2.914507e-002
5.204246887467040e-006	-2.897423e-002
5.204696704123185e-006	-2.874025e-002
5.205103750339363e-006	-2.851334e-002
5.205529875245557e-006	-2.826453e-002
5.206009518185506e-006	-2.797776e-002
5.206320360624100e-006	-2.779042e-002
5.206702688775877e-006	-2.756124e-002
5.207127645241727e-006	-2.731318e-002
5.207710423522222e-006	-2.699219e-002
5.208267524505622e-006	-2.671759e-002
5.208875523167456e-006	-2.646616e-002
5.209485649311507e-006	-2.625933e-002
5.209828045797671e-006	-2.616100e-002
5.210036557720676e-006	-2.610608e-002
5.210268866070317e-006	-2.604517e-002
5.210498183288309e-006	-2.598195e-002
5.210856146662529e-006	-2.587358e-002
5.211239201878548e-006	-2.574211e-002
5.211638688891462e-006	-2.558554e-002
5.212017019039922e-006	-2.541973e-002
5.212374640503614e-006	-2.524904e-002
5.212789157788694e-006	-2.503909e-002
5.213233282827523e-006	-2.480554e-002
5.213635431013802e-006	-2.458970e-002
5.213917290986664e-006	-2.443747e-002
